oltp,250000,16,10,1675.31
oltp,250000,16,20,1719.90
oltp,250000,16,30,1714.40
oltp,250000,16,40,1719.40
oltp,250000,16,50,1718.80
oltp,250000,16,60,1701.40
oltp,250000,16,70,1701.59
oltp,250000,16,80,1708.41
oltp,250000,16,90,1672.20
oltp,250000,16,100,1703.10
oltp,250000,16,110,1701.60
oltp,250000,16,120,1672.70
oltp,250000,16,130,1695.80
oltp,250000,16,140,1677.60
oltp,250000,16,150,1666.60
oltp,250000,16,160,1641.10
oltp,250000,16,170,1645.40
oltp,250000,16,180,1649.30
oltp,250000,16,190,1650.40
oltp,250000,16,200,1664.90
oltp,250000,16,210,1655.80
oltp,250000,16,220,1674.50
oltp,250000,16,230,1676.40
oltp,250000,16,240,1680.30
oltp,250000,16,250,1672.30
oltp,250000,16,260,1678.60
oltp,250000,16,270,1685.20
oltp,250000,16,280,1685.20
oltp,250000,16,290,1677.80
oltp,250000,16,300,1650.30
oltp,250000,16,310,1654.00
oltp,250000,16,320,1647.50
oltp,250000,16,330,1657.00
oltp,250000,16,340,1661.90
oltp,250000,16,350,1657.80
oltp,250000,16,360,1673.60
oltp,250000,16,370,1665.60
oltp,250000,16,380,1678.80
oltp,250000,16,390,1702.30
oltp,250000,16,400,1684.50
oltp,250000,16,410,1695.50
oltp,250000,16,420,1681.50
oltp,250000,16,430,1699.50
oltp,250000,16,440,1707.10
oltp,250000,16,450,1712.90
oltp,250000,16,460,1696.90
oltp,250000,16,470,1707.50
oltp,250000,16,480,1696.10
oltp,250000,16,490,1699.40
oltp,250000,16,500,1716.80
oltp,250000,16,510,1715.30
oltp,250000,16,520,1709.20
oltp,250000,16,530,1703.50
oltp,250000,16,540,1716.70
oltp,250000,16,550,1712.50
oltp,250000,16,560,1696.80
oltp,250000,16,570,1687.70
oltp,250000,16,580,1699.10
oltp,250000,16,590,1701.30
oltp,250000,16,600,1698.40
oltp,250000,16,610,1684.50
oltp,250000,16,620,1693.20
oltp,250000,16,630,1694.10
oltp,250000,16,640,1676.50
oltp,250000,16,650,1687.10
oltp,250000,16,660,1673.90
oltp,250000,16,670,1680.70
oltp,250000,16,680,1670.80
oltp,250000,16,690,1677.00
oltp,250000,16,700,1671.90
oltp,250000,16,710,1653.90
oltp,250000,16,720,1684.70
oltp,250000,16,730,1674.90
oltp,250000,16,740,1675.20
oltp,250000,16,750,1644.90
oltp,250000,16,760,1674.90
oltp,250000,16,770,1670.00
oltp,250000,16,780,1665.10
oltp,250000,16,790,1674.40
oltp,250000,16,800,1658.40
oltp,250000,16,810,1657.50
oltp,250000,16,820,1682.90
oltp,250000,16,830,1655.40
oltp,250000,16,840,1670.40
oltp,250000,16,850,1673.60
oltp,250000,16,860,1643.90
oltp,250000,16,870,1656.90
oltp,250000,16,880,1667.20
oltp,250000,16,890,1667.90
oltp,250000,16,900,1672.70
oltp,250000,16,910,1693.00
oltp,250000,16,920,1661.60
oltp,250000,16,930,1681.50
oltp,250000,16,940,1694.40
oltp,250000,16,950,1685.00
oltp,250000,16,960,1696.00
oltp,250000,16,970,1680.00
oltp,250000,16,980,1686.80
oltp,250000,16,990,1689.70
oltp,250000,16,1000,1678.91
oltp,250000,16,1010,1680.09
oltp,250000,16,1020,1666.40
oltp,250000,16,1030,1674.80
oltp,250000,16,1040,1664.50
oltp,250000,16,1050,1670.80
oltp,250000,16,1060,1670.20
oltp,250000,16,1070,1673.90
oltp,250000,16,1080,1671.10
oltp,250000,16,1090,1679.40
oltp,250000,16,1100,1687.10
oltp,250000,16,1110,1678.90
oltp,250000,16,1120,1681.60
oltp,250000,16,1130,1704.10
oltp,250000,16,1140,1662.50
oltp,250000,16,1150,1690.00
oltp,250000,16,1160,1674.70
oltp,250000,16,1170,1673.40
oltp,250000,16,1180,1672.70
oltp,250000,16,1190,1701.50
oltp,250000,16,1200,1678.09
oltp,250000,16,1210,1680.91
oltp,250000,16,1220,1684.80
oltp,250000,16,1230,1683.70
oltp,250000,16,1240,1700.40
oltp,250000,16,1250,1703.40
oltp,250000,16,1260,1705.40
oltp,250000,16,1270,1702.60
oltp,250000,16,1280,1706.40
oltp,250000,16,1290,1690.90
