engine,workload,threads,elap_secs,cum_tps,int_tps,cum_ips,int_ips
ft,ro,512,110,1015.91,989.72,0.00,0.00
ft,ro,512,120,1013.02,981.24,0.00,0.00
ft,ro,512,130,1011.75,996.60,0.00,0.00
ft,ro,512,140,1013.82,1040.64,0.00,0.00
ft,ro,512,150,1014.00,1016.49,0.00,0.00
ft,ro,512,160,1014.25,1018.15,0.00,0.00
ft,ro,512,170,1016.41,1050.87,0.00,0.00
ft,ro,512,180,1024.39,1159.83,0.00,0.00
ft,ro,512,190,1028.95,1110.72,0.00,0.00
ft,ro,512,200,1034.41,1139.07,0.00,0.00
ft,ro,512,210,1037.44,1097.92,0.00,0.00
ft,ro,512,220,1039.83,1089.89,0.00,0.00
ft,ro,512,230,1044.38,1144.36,0.00,0.00
ft,ro,512,240,1045.06,1060.86,0.00,0.00
ft,ro,512,250,1046.97,1092.78,0.00,0.00
ft,ro,512,260,1049.26,1106.30,0.00,0.00
ft,ro,512,270,1051.17,1100.88,0.00,0.00
ft,ro,512,280,1054.17,1134.89,0.00,0.00
ft,ro,512,290,1055.45,1091.59,0.00,0.00
ft,ro,512,300,1056.77,1094.79,0.00,0.00
ft,ro,512,310,1056.21,1039.73,0.00,0.00
ft,ro,512,320,1057.58,1099.81,0.00,0.00
ft,ro,512,330,1059.69,1127.22,0.00,0.00
ft,ro,512,340,1060.92,1101.40,0.00,0.00
ft,ro,512,350,1062.71,1124.02,0.00,0.00
ft,ro,512,360,1064.09,1112.11,0.00,0.00
ft,ro,512,370,1066.39,1149.25,0.00,0.00
ft,ro,512,380,1066.81,1082.23,0.00,0.00
ft,ro,512,390,1067.65,1099.42,0.00,0.00
ft,ro,512,400,1068.43,1099.17,0.00,0.00
ft,ro,512,410,1069.15,1097.88,0.00,0.00
ft,ro,512,420,1069.33,1076.72,0.00,0.00
ft,ro,512,430,1070.58,1122.97,0.00,0.00
ft,ro,512,440,1071.09,1092.81,0.00,0.00
ft,ro,512,450,1073.21,1166.52,0.00,0.00
ft,ro,512,460,1072.84,1056.11,0.00,0.00
ft,ro,512,470,1073.11,1085.31,0.00,0.00
ft,ro,512,480,1074.05,1118.77,0.00,0.00
ft,ro,512,490,1074.83,1112.39,0.00,0.00
ft,ro,512,500,1074.70,1068.04,0.00,0.00
ft,ro,512,510,1075.35,1107.99,0.00,0.00
ft,ro,512,520,1075.67,1091.96,0.00,0.00
ft,ro,512,530,1076.12,1099.41,0.00,0.00
ft,ro,512,540,1076.88,1117.04,0.00,0.00
ft,ro,512,550,1077.55,1114.10,0.00,0.00
ft,ro,512,560,1078.32,1120.18,0.00,0.00
ft,ro,512,570,1078.71,1101.11,0.00,0.00
ft,ro,512,580,1079.04,1097.51,0.00,0.00
ft,ro,512,590,1079.29,1094.00,0.00,0.00
ft,ro,512,600,1079.24,1075.94,0.00,0.00
ft,ro,512,610,1079.36,1087.05,0.00,0.00
ft,ro,512,620,1079.39,1080.75,0.00,0.00
ft,ro,512,630,1079.76,1102.61,0.00,0.00
ft,ro,512,640,1079.60,1069.60,0.00,0.00
ft,ro,512,650,1079.07,1045.22,0.00,0.00
ft,ro,512,660,1078.63,1050.15,0.00,0.00
ft,ro,512,670,1079.00,1103.31,0.00,0.00
ft,ro,512,680,1079.42,1107.40,0.00,0.00
ft,ro,512,690,1079.55,1088.46,0.00,0.00
ft,ro,512,700,1080.07,1115.85,0.00,0.00
ft,ro,512,710,1080.48,1109.40,0.00,0.00
ft,ro,512,720,1080.95,1114.49,0.00,0.00
ft,ro,512,730,1081.24,1101.97,0.00,0.00
ft,ro,512,740,1082.01,1138.67,0.00,0.00
ft,ro,512,750,1082.42,1112.68,0.00,0.00
ft,ro,512,760,1082.84,1113.99,0.00,0.00
ft,ro,512,770,1082.61,1064.99,0.00,0.00
ft,ro,512,780,1082.71,1091.03,0.00,0.00
ft,ro,512,790,1082.98,1104.11,0.00,0.00
ft,ro,512,800,1083.48,1122.82,0.00,0.00
ft,ro,512,810,1083.85,1112.80,0.00,0.00
ft,ro,512,820,1084.12,1106.58,0.00,0.00
ft,ro,512,830,1084.28,1096.91,0.00,0.00
ft,ro,512,840,1084.58,1109.80,0.00,0.00
ft,ro,512,850,1085.40,1154.20,0.00,0.00
ft,ro,512,860,1085.80,1120.20,0.00,0.00
ft,ro,512,870,1086.11,1112.43,0.00,0.00
ft,ro,512,880,1086.26,1099.24,0.00,0.00
ft,ro,512,890,1086.25,1085.21,0.00,0.00
ft,ro,512,900,1085.75,1041.16,0.00,0.00
ft,ro,512,910,1085.21,1037.12,0.00,0.00
ft,ro,512,920,1085.19,1083.11,0.00,0.00
ft,ro,512,930,1085.34,1099.24,0.00,0.00
ft,ro,512,940,1085.67,1116.96,0.00,0.00
ft,ro,512,950,1085.73,1091.22,0.00,0.00
ft,ro,512,960,1085.93,1104.92,0.00,0.00
ft,ro,512,970,1085.56,1050.06,0.00,0.00
ft,ro,512,980,1085.49,1078.82,0.00,0.00
ft,ro,512,990,1085.57,1093.51,0.00,0.00
ft,ro,512,1000,1085.75,1102.76,0.00,0.00
ft,ro,512,1010,1086.32,1144.08,0.00,0.00
ft,ro,512,1020,1086.76,1131.38,0.00,0.00
ft,ro,512,1030,1086.79,1089.85,0.00,0.00
ft,ro,512,1040,1087.08,1116.45,0.00,0.00
ft,ro,512,1050,1086.61,1037.80,0.00,0.00
ft,ro,512,1060,1086.87,1114.24,0.00,0.00
ft,ro,512,1070,1087.00,1101.70,0.00,0.00
ft,ro,512,1080,1086.92,1078.42,0.00,0.00
ft,ro,512,1090,1087.44,1142.67,0.00,0.00
ft,ro,512,1100,1088.01,1150.54,0.00,0.00
ft,ro,512,1110,1088.01,1088.52,0.00,0.00
ft,ro,512,1120,1087.86,1071.08,0.00,0.00
ft,ro,512,1130,1088.01,1104.55,0.00,0.00
ft,ro,512,1140,1087.79,1063.24,0.00,0.00
ft,ro,512,1150,1088.00,1112.30,0.00,0.00
ft,ro,512,1160,1087.95,1081.90,0.00,0.00
ft,ro,512,1170,1087.80,1070.71,0.00,0.00
ft,ro,512,1180,1087.85,1093.67,0.00,0.00
ft,ro,512,1190,1087.86,1088.29,0.00,0.00
ft,ro,512,1200,1087.99,1103.98,0.00,0.00
ft,ro,512,1210,1087.87,1073.38,0.00,0.00
ft,ro,512,1220,1087.89,1089.82,0.00,0.00
ft,ro,512,1230,1087.96,1096.68,0.00,0.00
ft,ro,512,1240,1087.86,1075.49,0.00,0.00
ft,ro,512,1250,1088.03,1109.57,0.00,0.00
ft,ro,512,1260,1087.91,1072.81,0.00,0.00
ft,ro,512,1270,1087.86,1081.26,0.00,0.00
ft,ro,512,1280,1087.84,1085.11,0.00,0.00
ft,ro,512,1290,1087.68,1067.22,0.00,0.00
ft,ro,512,1300,1088.01,1131.46,0.00,0.00
ft,ro,512,1310,1087.93,1076.84,0.00,0.00
ft,ro,512,1320,1087.96,1091.87,0.00,0.00
ft,ro,512,1330,1088.22,1123.39,0.00,0.00
ft,ro,512,1340,1088.54,1130.34,0.00,0.00
ft,ro,512,1350,1088.43,1073.98,0.00,0.00
ft,ro,512,1360,1088.35,1078.21,0.00,0.00
ft,ro,512,1370,1088.44,1100.15,0.00,0.00
ft,ro,512,1380,1088.56,1104.47,0.00,0.00
ft,ro,512,1390,1088.48,1078.24,0.00,0.00
ft,ro,512,1400,1088.43,1081.58,0.00,0.00
ft,ro,512,1410,1088.51,1098.88,0.00,0.00
ft,ro,512,1420,1088.54,1093.62,0.00,0.00
ft,ro,512,1430,1088.62,1099.38,0.00,0.00
ft,ro,512,1440,1088.71,1101.86,0.00,0.00
ft,ro,512,1450,1088.61,1074.53,0.00,0.00
ft,ro,512,1460,1088.67,1097.04,0.00,0.00
ft,ro,512,1470,1088.79,1105.79,0.00,0.00
ft,ro,512,1480,1089.09,1133.38,0.00,0.00
ft,ro,512,1490,1089.09,1089.72,0.00,0.00
ft,ro,512,1500,1089.13,1094.41,0.00,0.00
ft,ro,512,1510,1089.38,1127.47,0.00,0.00
ft,ro,512,1520,1089.54,1113.21,0.00,0.00
ft,ro,512,1530,1089.40,1068.52,0.00,0.00
ft,ro,512,1540,1089.42,1091.76,0.00,0.00
ft,ro,512,1550,1089.59,1116.79,0.00,0.00
ft,ro,512,1560,1089.85,1130.30,0.00,0.00
ft,ro,512,1570,1089.54,1040.25,0.00,0.00
ft,ro,512,1580,1089.69,1114.00,0.00,0.00
ft,ro,512,1590,1089.90,1122.25,0.00,0.00
ft,ro,512,1600,1090.07,1117.78,0.00,0.00
ft,ro,512,1610,1090.24,1117.42,0.00,0.00
ft,ro,512,1620,1090.39,1114.61,0.00,0.00
ft,ro,512,1630,1090.37,1087.62,0.00,0.00
ft,ro,512,1640,1090.34,1084.52,0.00,0.00
ft,ro,512,1650,1090.64,1140.59,0.00,0.00
ft,ro,512,1660,1090.71,1100.89,0.00,0.00
ft,ro,512,1670,1090.41,1040.67,0.00,0.00
ft,ro,512,1680,1090.03,1027.07,0.00,0.00
ft,ro,512,1690,1089.41,986.01,0.00,0.00
ft,ro,512,1700,1088.93,1007.58,0.00,0.00
ft,ro,512,1710,1088.85,1074.84,0.00,0.00
ft,ro,512,1720,1088.91,1100.46,0.00,0.00
ft,ro,512,1730,1088.85,1078.22,0.00,0.00
ft,ro,512,1740,1088.59,1042.63,0.00,0.00
ft,ro,512,1750,1088.62,1093.76,0.00,0.00
ft,ro,512,1760,1088.31,1034.75,0.00,0.00
ft,ro,512,1770,1088.34,1094.09,0.00,0.00
ft,ro,512,1780,1088.33,1085.87,0.00,0.00
ft,ro,512,1790,1088.19,1063.76,0.00,0.00
ft,ro,512,1800,1088.27,1101.92,0.00,0.00
ft,ro,64,10,1111.31,1111.31,0.00,0.00
ft,ro,64,20,1167.49,1223.65,0.00,0.00
ft,ro,64,30,1201.52,1269.55,0.00,0.00
ft,ro,64,40,1223.37,1288.92,0.00,0.00
ft,ro,64,50,1232.40,1268.50,0.00,0.00
ft,ro,64,60,1238.98,1271.90,0.00,0.00
ft,ro,64,70,1241.25,1254.87,0.00,0.00
ft,ro,64,80,1241.13,1240.28,0.00,0.00
ft,ro,64,90,1242.46,1253.20,0.00,0.00
ft,ro,64,100,1243.08,1248.65,0.00,0.00
ft,ro,64,110,1243.72,1250.07,0.00,0.00
ft,ro,64,120,1246.51,1277.17,0.00,0.00
ft,ro,64,130,1250.46,1297.82,0.00,0.00
ft,ro,64,140,1254.13,1301.78,0.00,0.00
ft,ro,64,150,1257.65,1306.89,0.00,0.00
ft,ro,64,160,1261.01,1311.39,0.00,0.00
ft,ro,64,170,1263.45,1302.81,0.00,0.00
ft,ro,64,180,1263.77,1269.33,0.00,0.00
ft,ro,64,190,1264.00,1268.03,0.00,0.00
ft,ro,64,200,1263.46,1253.22,0.00,0.00
ft,ro,64,210,1262.60,1245.38,0.00,0.00
ft,ro,64,220,1261.57,1239.96,0.00,0.00
ft,ro,64,230,1260.91,1246.45,0.00,0.00
ft,ro,64,240,1260.26,1245.23,0.00,0.00
ft,ro,64,250,1260.99,1278.52,0.00,0.00
ft,ro,64,260,1262.33,1296.25,0.00,0.00
ft,ro,64,270,1264.10,1309.97,0.00,0.00
ft,ro,64,280,1265.37,1299.54,0.00,0.00
ft,ro,64,290,1266.39,1295.00,0.00,0.00
ft,ro,64,300,1267.08,1287.00,0.00,0.00
ft,ro,64,310,1267.21,1271.20,0.00,0.00
ft,ro,64,320,1267.49,1276.29,0.00,0.00
ft,ro,64,330,1266.97,1250.35,0.00,0.00
ft,ro,64,340,1266.19,1240.54,0.00,0.00
ft,ro,64,350,1265.51,1242.26,0.00,0.00
ft,ro,64,360,1265.22,1254.99,0.00,0.00
ft,ro,64,370,1264.60,1242.21,0.00,0.00
ft,ro,64,380,1264.87,1274.89,0.00,0.00
ft,ro,64,390,1265.62,1294.05,0.00,0.00
ft,ro,64,400,1266.61,1305.68,0.00,0.00
ft,ro,64,410,1267.37,1297.78,0.00,0.00
ft,ro,64,420,1267.98,1293.02,0.00,0.00
ft,ro,64,430,1268.19,1276.82,0.00,0.00
ft,ro,64,440,1268.45,1279.55,0.00,0.00
ft,ro,64,450,1268.12,1253.69,0.00,0.00
ft,ro,64,460,1267.61,1244.66,0.00,0.00
ft,ro,64,470,1267.16,1246.52,0.00,0.00
ft,ro,64,480,1266.73,1246.35,0.00,0.00
ft,ro,64,490,1266.52,1256.37,0.00,0.00
ft,ro,64,500,1266.21,1251.45,0.00,0.00
ft,ro,64,510,1266.58,1284.96,0.00,0.00
ft,ro,64,520,1267.21,1299.20,0.00,0.00
ft,ro,64,530,1267.99,1308.73,0.00,0.00
ft,ro,64,540,1268.76,1309.29,0.00,0.00
ft,ro,64,550,1269.28,1297.33,0.00,0.00
ft,ro,64,560,1269.59,1286.61,0.00,0.00
ft,ro,64,570,1269.70,1276.06,0.00,0.00
ft,ro,64,580,1269.51,1258.67,0.00,0.00
ft,ro,64,590,1269.07,1243.38,0.00,0.00
ft,ro,64,600,1268.60,1241.23,0.00,0.00
ft,ro,64,610,1268.06,1235.16,0.00,0.00
ft,ro,64,620,1267.69,1245.73,0.00,0.00
ft,ro,64,630,1267.72,1268.98,0.00,0.00
ft,ro,64,640,1267.91,1280.37,0.00,0.00
ft,ro,64,650,1268.51,1306.50,0.00,0.00
ft,ro,64,660,1269.03,1303.23,0.00,0.00
ft,ro,64,670,1269.34,1289.92,0.00,0.00
ft,ro,64,680,1269.75,1296.97,0.00,0.00
ft,ro,64,690,1269.90,1279.79,0.00,0.00
ft,ro,64,700,1269.84,1265.84,0.00,0.00
ft,ro,64,710,1269.89,1273.70,0.00,0.00
ft,ro,64,720,1269.45,1237.51,0.00,0.00
ft,ro,64,730,1268.96,1234.00,0.00,0.00
ft,ro,64,740,1268.54,1237.69,0.00,0.00
ft,ro,64,750,1268.28,1249.48,0.00,0.00
ft,ro,64,760,1268.16,1258.87,0.00,0.00
ft,ro,64,770,1268.47,1291.72,0.00,0.00
ft,ro,64,780,1268.72,1288.51,0.00,0.00
ft,ro,64,790,1269.14,1302.00,0.00,0.00
ft,ro,64,800,1269.43,1292.21,0.00,0.00
ft,ro,64,810,1269.60,1283.29,0.00,0.00
ft,ro,64,820,1269.62,1271.43,0.00,0.00
ft,ro,64,830,1269.62,1269.48,0.00,0.00
ft,ro,64,840,1269.36,1247.58,0.00,0.00
ft,ro,64,850,1269.08,1245.83,0.00,0.00
ft,ro,64,860,1268.79,1243.86,0.00,0.00
ft,ro,64,870,1268.64,1255.72,0.00,0.00
ft,ro,64,880,1268.52,1257.97,0.00,0.00
ft,ro,64,890,1268.66,1281.20,0.00,0.00
ft,ro,64,900,1268.81,1281.95,0.00,0.00
ft,ro,64,910,1269.24,1308.21,0.00,0.00
ft,ro,64,920,1269.56,1298.42,0.00,0.00
ft,ro,64,930,1269.85,1297.13,0.00,0.00
ft,ro,64,940,1270.03,1286.68,0.00,0.00
ft,ro,64,950,1270.04,1270.43,0.00,0.00
ft,ro,64,960,1269.96,1262.28,0.00,0.00
ft,ro,64,970,1269.72,1247.38,0.00,0.00
ft,ro,64,980,1269.45,1242.68,0.00,0.00
ft,ro,64,990,1269.25,1249.48,0.00,0.00
ft,ro,64,1000,1269.08,1252.30,0.00,0.00
ft,ro,64,1010,1269.10,1271.33,0.00,0.00
ft,ro,64,1020,1269.31,1290.35,0.00,0.00
ft,ro,64,1030,1269.59,1298.04,0.00,0.00
ft,ro,64,1040,1269.91,1303.13,0.00,0.00
ft,ro,64,1050,1270.12,1292.46,0.00,0.00
ft,ro,64,1060,1270.24,1282.95,0.00,0.00
ft,ro,64,1070,1270.29,1275.30,0.00,0.00
ft,ro,64,1080,1270.23,1263.73,0.00,0.00
ft,ro,64,1090,1270.16,1262.66,0.00,0.00
ft,ro,64,1100,1269.97,1249.53,0.00,0.00
ft,ro,64,1110,1269.80,1250.52,0.00,0.00
ft,ro,64,1120,1269.58,1244.73,0.00,0.00
ft,ro,64,1130,1269.51,1262.21,0.00,0.00
ft,ro,64,1140,1269.55,1273.64,0.00,0.00
ft,ro,64,1150,1269.71,1288.72,0.00,0.00
ft,ro,64,1160,1269.90,1291.13,0.00,0.00
ft,ro,64,1170,1270.04,1286.63,0.00,0.00
ft,ro,64,1180,1270.16,1284.42,0.00,0.00
ft,ro,64,1190,1270.25,1280.62,0.00,0.00
ft,ro,64,1200,1270.24,1269.39,0.00,0.00
ft,ro,64,1210,1270.19,1263.26,0.00,0.00
ft,ro,64,1220,1270.05,1253.50,0.00,0.00
ft,ro,64,1230,1269.86,1246.55,0.00,0.00
ft,ro,64,1240,1269.65,1243.68,0.00,0.00
ft,ro,64,1250,1269.51,1253.07,0.00,0.00
ft,ro,64,1260,1269.45,1261.15,0.00,0.00
ft,ro,64,1270,1269.44,1268.74,0.00,0.00
ft,ro,64,1280,1269.58,1286.61,0.00,0.00
ft,ro,64,1290,1269.83,1302.37,0.00,0.00
ft,ro,64,1300,1270.02,1294.51,0.00,0.00
ft,ro,64,1310,1270.25,1299.62,0.00,0.00
ft,ro,64,1320,1270.27,1273.59,0.00,0.00
ft,ro,64,1330,1270.36,1281.40,0.00,0.00
ft,ro,64,1340,1270.34,1268.43,0.00,0.00
ft,ro,64,1350,1270.29,1263.57,0.00,0.00
ft,ro,64,1360,1270.08,1241.76,0.00,0.00
ft,ro,64,1370,1269.88,1243.21,0.00,0.00
ft,ro,64,1380,1269.59,1230.02,0.00,0.00
ft,ro,64,1390,1269.60,1270.65,0.00,0.00
ft,ro,64,1400,1269.69,1281.25,0.00,0.00
ft,ro,64,1410,1269.83,1289.71,0.00,0.00
ft,ro,64,1420,1270.01,1296.33,0.00,0.00
ft,ro,64,1430,1270.21,1298.12,0.00,0.00
ft,ro,64,1440,1270.35,1290.59,0.00,0.00
ft,ro,64,1450,1270.40,1276.70,0.00,0.00
ft,ro,64,1460,1270.42,1274.35,0.00,0.00
ft,ro,64,1470,1270.36,1260.53,0.00,0.00
ft,ro,64,1480,1270.20,1247.78,0.00,0.00
ft,ro,64,1490,1270.05,1246.98,0.00,0.00
ft,ro,64,1500,1269.83,1237.86,0.00,0.00
ft,ro,64,1510,1269.75,1256.67,0.00,0.00
ft,ro,64,1520,1269.72,1265.28,0.00,0.00
ft,ro,64,1530,1269.85,1290.61,0.00,0.00
ft,ro,64,1540,1270.01,1293.71,0.00,0.00
ft,ro,64,1550,1270.11,1286.18,0.00,0.00
ft,ro,64,1560,1270.18,1280.69,0.00,0.00
ft,ro,64,1570,1270.29,1287.88,0.00,0.00
ft,ro,64,1580,1270.30,1271.10,0.00,0.00
ft,ro,64,1590,1270.24,1260.54,0.00,0.00
ft,ro,64,1600,1270.16,1257.96,0.00,0.00
ft,ro,64,1610,1270.06,1254.10,0.00,0.00
ft,ro,64,1620,1269.90,1243.68,0.00,0.00
ft,ro,64,1630,1269.74,1244.63,0.00,0.00
ft,ro,64,1640,1269.60,1246.50,0.00,0.00
ft,ro,64,1650,1269.59,1267.25,0.00,0.00
ft,ro,64,1660,1269.68,1285.54,0.00,0.00
ft,ro,64,1670,1269.85,1297.52,0.00,0.00
ft,ro,64,1680,1270.07,1307.12,0.00,0.00
ft,ro,64,1690,1270.25,1300.63,0.00,0.00
ft,ro,64,1700,1270.34,1284.69,0.00,0.00
ft,ro,64,1710,1270.37,1275.73,0.00,0.00
ft,ro,64,1720,1270.34,1264.79,0.00,0.00
ft,ro,64,1730,1270.20,1247.55,0.00,0.00
ft,ro,64,1740,1270.02,1238.59,0.00,0.00
ft,ro,64,1750,1269.82,1233.81,0.00,0.00
ft,ro,64,1760,1269.62,1235.49,0.00,0.00
ft,ro,64,1770,1269.45,1238.69,0.00,0.00
ft,ro,64,1780,1269.42,1264.41,0.00,0.00
ft,ro,64,1790,1269.46,1276.98,0.00,0.00
ft,ro,64,1800,1269.53,1281.81,0.00,0.00
ft,ro,8,10,444.12,444.12,0.00,0.00
ft,ro,8,20,479.11,514.14,0.00,0.00
ft,ro,8,30,497.15,533.26,0.00,0.00
ft,ro,8,40,510.76,551.60,0.00,0.00
ft,ro,8,50,522.51,569.41,0.00,0.00
ft,ro,8,60,532.18,581.00,0.00,0.00
ft,ro,8,70,539.89,586.01,0.00,0.00
ft,ro,8,80,546.75,594.72,0.00,0.00
ft,ro,8,90,552.51,598.80,0.00,0.00
ft,ro,8,100,557.90,606.41,0.00,0.00
ft,ro,8,110,561.89,601.55,0.00,0.00
ft,ro,8,120,565.36,603.90,0.00,0.00
ft,ro,8,130,568.41,604.92,0.00,0.00
ft,ro,8,140,570.96,604.06,0.00,0.00
ft,ro,8,150,573.18,604.22,0.00,0.00
ft,ro,8,160,575.06,603.32,0.00,0.00
ft,ro,8,170,576.43,598.26,0.00,0.00
ft,ro,8,180,577.89,602.89,0.00,0.00
ft,ro,8,190,579.65,611.21,0.00,0.00
ft,ro,8,200,581.05,607.81,0.00,0.00
ft,ro,8,210,582.03,601.56,0.00,0.00
ft,ro,8,220,583.21,607.81,0.00,0.00
ft,ro,8,230,584.29,608.13,0.00,0.00
ft,ro,8,240,585.13,604.47,0.00,0.00
ft,ro,8,250,585.73,600.12,0.00,0.00
ft,ro,8,260,586.48,605.31,0.00,0.00
ft,ro,8,270,587.23,606.69,0.00,0.00
ft,ro,8,280,588.01,609.05,0.00,0.00
ft,ro,8,290,588.61,605.52,0.00,0.00
ft,ro,8,300,589.28,608.44,0.00,0.00
ft,ro,8,310,589.81,606.09,0.00,0.00
ft,ro,8,320,590.31,605.63,0.00,0.00
ft,ro,8,330,590.88,609.11,0.00,0.00
ft,ro,8,340,591.35,606.85,0.00,0.00
ft,ro,8,350,591.80,607.01,0.00,0.00
ft,ro,8,360,592.23,607.35,0.00,0.00
ft,ro,8,370,592.57,604.63,0.00,0.00
ft,ro,8,380,592.87,604.27,0.00,0.00
ft,ro,8,390,593.23,607.02,0.00,0.00
ft,ro,8,400,593.54,605.52,0.00,0.00
ft,ro,8,410,593.91,608.45,0.00,0.00
ft,ro,8,420,594.25,608.47,0.00,0.00
ft,ro,8,430,594.71,614.01,0.00,0.00
ft,ro,8,440,594.83,600.00,0.00,0.00
ft,ro,8,450,595.07,605.42,0.00,0.00
ft,ro,8,460,595.22,602.17,0.00,0.00
ft,ro,8,470,595.44,605.42,0.00,0.00
ft,ro,8,480,595.65,605.82,0.00,0.00
ft,ro,8,490,595.85,605.06,0.00,0.00
ft,ro,8,500,595.98,602.42,0.00,0.00
ft,ro,8,510,596.15,604.47,0.00,0.00
ft,ro,8,520,596.31,604.76,0.00,0.00
ft,ro,8,530,596.48,605.32,0.00,0.00
ft,ro,8,540,596.64,605.06,0.00,0.00
ft,ro,8,550,596.86,609.10,0.00,0.00
ft,ro,8,560,597.02,605.62,0.00,0.00
ft,ro,8,570,597.11,602.16,0.00,0.00
ft,ro,8,580,597.29,607.69,0.00,0.00
ft,ro,8,590,597.57,613.81,0.00,0.00
ft,ro,8,600,597.80,611.06,0.00,0.00
ft,ro,8,610,597.95,607.01,0.00,0.00
ft,ro,8,620,598.06,605.16,0.00,0.00
ft,ro,8,630,598.18,605.52,0.00,0.00
ft,ro,8,640,598.48,617.28,0.00,0.00
ft,ro,8,650,598.53,601.74,0.00,0.00
ft,ro,8,660,598.61,603.96,0.00,0.00
ft,ro,8,670,598.75,607.78,0.00,0.00
ft,ro,8,680,598.80,602.12,0.00,0.00
ft,ro,8,690,598.96,610.11,0.00,0.00
ft,ro,8,700,599.04,603.96,0.00,0.00
ft,ro,8,710,599.06,600.96,0.00,0.00
ft,ro,8,720,599.14,604.91,0.00,0.00
ft,ro,8,730,599.38,616.01,0.00,0.00
ft,ro,8,740,599.46,605.85,0.00,0.00
ft,ro,8,750,599.59,609.13,0.00,0.00
ft,ro,8,760,599.67,605.33,0.00,0.00
ft,ro,8,770,599.74,605.65,0.00,0.00
ft,ro,8,780,599.82,605.84,0.00,0.00
ft,ro,8,790,599.93,608.05,0.00,0.00
ft,ro,8,800,599.98,604.26,0.00,0.00
ft,ro,8,810,600.05,606.02,0.00,0.00
ft,ro,8,820,600.17,609.39,0.00,0.00
ft,ro,8,830,600.26,607.81,0.00,0.00
ft,ro,8,840,600.37,609.71,0.00,0.00
ft,ro,8,850,600.39,601.89,0.00,0.00
ft,ro,8,860,600.44,604.88,0.00,0.00
ft,ro,8,870,600.52,606.71,0.00,0.00
ft,ro,8,880,600.59,607.25,0.00,0.00
ft,ro,8,890,600.61,602.02,0.00,0.00
ft,ro,8,900,600.67,605.92,0.00,0.00
ft,ro,8,910,600.75,608.45,0.00,0.00
ft,ro,8,920,600.81,606.02,0.00,0.00
ft,ro,8,930,600.84,603.91,0.00,0.00
ft,ro,8,940,600.92,607.96,0.00,0.00
ft,ro,8,950,600.96,604.56,0.00,0.00
ft,ro,8,960,601.04,609.01,0.00,0.00
ft,ro,8,970,601.10,606.55,0.00,0.00
ft,ro,8,980,601.24,614.97,0.00,0.00
ft,ro,8,990,601.30,607.41,0.00,0.00
ft,ro,8,1000,601.35,606.50,0.00,0.00
ft,ro,8,1010,601.35,601.12,0.00,0.00
ft,ro,8,1020,601.37,603.12,0.00,0.00
ft,ro,8,1030,601.39,603.86,0.00,0.00
ft,ro,8,1040,601.41,603.45,0.00,0.00
ft,ro,8,1050,601.50,610.63,0.00,0.00
ft,ro,8,1060,601.51,602.95,0.00,0.00
ft,ro,8,1070,601.54,603.98,0.00,0.00
ft,ro,8,1080,601.58,606.31,0.00,0.00
ft,ro,8,1090,601.64,607.81,0.00,0.00
ft,ro,8,1100,601.70,608.01,0.00,0.00
ft,ro,8,1110,601.67,598.76,0.00,0.00
ft,ro,8,1120,601.70,604.98,0.00,0.00
ft,ro,8,1130,601.76,608.92,0.00,0.00
ft,ro,8,1140,601.84,610.65,0.00,0.00
ft,ro,8,1150,601.95,613.85,0.00,0.00
ft,ro,8,1160,601.97,604.76,0.00,0.00
ft,ro,8,1170,602.00,605.62,0.00,0.00
ft,ro,8,1180,602.03,605.63,0.00,0.00
ft,ro,8,1190,602.09,608.89,0.00,0.00
ft,ro,8,1200,602.16,610.81,0.00,0.00
ft,ro,8,1210,602.18,604.16,0.00,0.00
ft,ro,8,1220,602.20,605.12,0.00,0.00
ft,ro,8,1230,602.18,599.13,0.00,0.00
ft,ro,8,1240,602.25,611.01,0.00,0.00
ft,ro,8,1250,602.33,612.51,0.00,0.00
ft,ro,8,1260,602.36,605.56,0.00,0.00
ft,ro,8,1270,602.44,613.06,0.00,0.00
ft,ro,8,1280,602.43,601.04,0.00,0.00
ft,ro,8,1290,602.44,603.55,0.00,0.00
ft,ro,8,1300,602.43,601.56,0.00,0.00
ft,ro,8,1310,602.44,603.32,0.00,0.00
ft,ro,8,1320,602.48,607.85,0.00,0.00
ft,ro,8,1330,602.50,604.72,0.00,0.00
ft,ro,8,1340,602.54,607.95,0.00,0.00
ft,ro,8,1350,602.52,600.44,0.00,0.00
ft,ro,8,1360,602.61,614.51,0.00,0.00
ft,ro,8,1370,602.63,605.63,0.00,0.00
ft,ro,8,1380,602.63,601.71,0.00,0.00
ft,ro,8,1390,602.68,610.39,0.00,0.00
ft,ro,8,1400,602.70,605.22,0.00,0.00
ft,ro,8,1410,602.75,609.81,0.00,0.00
ft,ro,8,1420,602.73,599.14,0.00,0.00
ft,ro,8,1430,602.74,604.78,0.00,0.00
ft,ro,8,1440,602.77,606.91,0.00,0.00
ft,ro,8,1450,602.83,612.12,0.00,0.00
ft,ro,8,1460,602.85,605.12,0.00,0.00
ft,ro,8,1470,602.91,612.31,0.00,0.00
ft,ro,8,1480,602.91,601.93,0.00,0.00
ft,ro,8,1490,602.93,605.57,0.00,0.00
ft,ro,8,1500,602.96,608.35,0.00,0.00
ft,ro,8,1510,602.97,604.46,0.00,0.00
ft,ro,8,1520,603.02,610.85,0.00,0.00
