sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 10 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[  10s] threads: 16, tps: 423.39, reads: 5945.29, writes: 1697.17, response time: 50.00ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 416.30, reads: 5825.90, writes: 1663.90, response time: 50.93ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 413.50, reads: 5790.70, writes: 1654.80, response time: 52.20ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 382.50, reads: 5355.19, writes: 1528.60, response time: 68.83ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 386.60, reads: 5413.81, writes: 1548.60, response time: 59.09ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 376.60, reads: 5270.00, writes: 1505.80, response time: 58.52ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 408.70, reads: 5724.90, writes: 1635.90, response time: 53.95ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 414.10, reads: 5792.59, writes: 1652.00, response time: 52.86ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 412.50, reads: 5777.01, writes: 1652.20, response time: 52.18ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 16, tps: 400.70, reads: 5607.59, writes: 1601.70, response time: 55.47ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 16, tps: 403.00, reads: 5645.11, writes: 1613.90, response time: 54.82ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 16, tps: 395.50, reads: 5536.49, writes: 1580.00, response time: 54.89ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 16, tps: 412.00, reads: 5769.41, writes: 1650.10, response time: 52.87ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 16, tps: 420.20, reads: 5880.30, writes: 1680.10, response time: 50.12ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 16, tps: 414.00, reads: 5795.60, writes: 1655.30, response time: 52.29ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 16, tps: 393.50, reads: 5511.20, writes: 1575.80, response time: 58.84ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 16, tps: 403.80, reads: 5651.30, writes: 1613.60, response time: 54.46ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 16, tps: 403.30, reads: 5645.80, writes: 1613.00, response time: 52.92ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 16, tps: 411.80, reads: 5766.20, writes: 1646.90, response time: 51.48ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 16, tps: 414.20, reads: 5801.00, writes: 1659.40, response time: 52.20ms (95%), errors: 0.00, reconnects:  0.00
[ 210s] threads: 16, tps: 410.50, reads: 5744.90, writes: 1642.00, response time: 53.54ms (95%), errors: 0.00, reconnects:  0.00
[ 220s] threads: 16, tps: 386.30, reads: 5405.10, writes: 1542.90, response time: 60.39ms (95%), errors: 0.00, reconnects:  0.00
[ 230s] threads: 16, tps: 400.90, reads: 5608.30, writes: 1602.30, response time: 56.09ms (95%), errors: 0.00, reconnects:  0.00
[ 240s] threads: 16, tps: 405.30, reads: 5683.50, writes: 1624.00, response time: 53.16ms (95%), errors: 0.00, reconnects:  0.00
[ 250s] threads: 16, tps: 405.50, reads: 5673.50, writes: 1621.70, response time: 53.30ms (95%), errors: 0.00, reconnects:  0.00
[ 260s] threads: 16, tps: 411.90, reads: 5770.00, writes: 1647.40, response time: 53.06ms (95%), errors: 0.00, reconnects:  0.00
[ 270s] threads: 16, tps: 415.40, reads: 5813.30, writes: 1661.60, response time: 52.21ms (95%), errors: 0.00, reconnects:  0.00
[ 280s] threads: 16, tps: 389.80, reads: 5460.29, writes: 1559.80, response time: 57.69ms (95%), errors: 0.00, reconnects:  0.00
[ 290s] threads: 16, tps: 406.10, reads: 5681.31, writes: 1622.50, response time: 54.91ms (95%), errors: 0.00, reconnects:  0.00
[ 300s] threads: 16, tps: 401.20, reads: 5619.60, writes: 1606.20, response time: 53.69ms (95%), errors: 0.00, reconnects:  0.00
[ 310s] threads: 16, tps: 415.70, reads: 5818.80, writes: 1662.00, response time: 50.61ms (95%), errors: 0.00, reconnects:  0.00
[ 320s] threads: 16, tps: 414.90, reads: 5804.40, writes: 1659.40, response time: 52.62ms (95%), errors: 0.00, reconnects:  0.00
[ 330s] threads: 16, tps: 414.10, reads: 5799.70, writes: 1655.60, response time: 52.10ms (95%), errors: 0.00, reconnects:  0.00
[ 340s] threads: 16, tps: 389.40, reads: 5455.60, writes: 1559.90, response time: 58.21ms (95%), errors: 0.00, reconnects:  0.00
[ 350s] threads: 16, tps: 389.70, reads: 5452.00, writes: 1557.60, response time: 56.88ms (95%), errors: 0.00, reconnects:  0.00
[ 360s] threads: 16, tps: 403.80, reads: 5652.40, writes: 1614.00, response time: 54.27ms (95%), errors: 0.00, reconnects:  0.00
[ 370s] threads: 16, tps: 407.40, reads: 5710.50, writes: 1632.60, response time: 52.14ms (95%), errors: 0.00, reconnects:  0.00
[ 380s] threads: 16, tps: 413.30, reads: 5784.90, writes: 1653.30, response time: 53.05ms (95%), errors: 0.00, reconnects:  0.00
[ 390s] threads: 16, tps: 415.90, reads: 5821.10, writes: 1661.90, response time: 51.98ms (95%), errors: 0.00, reconnects:  0.00
