elap_secs	cum_tps	int_tps	cum_ips	int_ips
10	11.39	11.39	0.00	0.00
20	14.98	18.58	0.00	0.00
30	16.82	20.48	0.00	0.00
40	18.03	21.68	0.00	0.00
50	18.80	21.88	0.00	0.00
60	18.53	17.18	0.00	0.00
70	19.42	24.78	0.00	0.00
80	20.82	30.57	0.00	0.00
90	22.25	33.67	0.00	0.00
100	23.41	33.87	0.00	0.00
110	25.01	41.17	0.00	0.00
120	26.20	39.33	0.00	0.00
130	26.70	32.66	0.00	0.00
140	26.73	27.06	0.00	0.00
150	27.50	38.25	0.00	0.00
160	28.47	43.15	0.00	0.00
170	27.72	15.68	0.00	0.00
180	28.72	45.75	0.00	0.00
190	29.81	49.64	0.00	0.00
200	30.77	48.85	0.00	0.00
210	31.93	55.14	0.00	0.00
220	32.33	40.75	0.00	0.00
230	32.57	37.85	0.00	0.00
240	33.43	53.24	0.00	0.00
250	34.31	55.35	0.00	0.00
260	34.86	48.54	0.00	0.00
270	35.38	49.05	0.00	0.00
280	36.15	56.91	0.00	0.00
290	37.00	60.91	0.00	0.00
300	37.78	60.34	0.00	0.00
310	38.23	51.82	0.00	0.00
320	38.44	44.85	0.00	0.00
330	38.36	35.65	0.00	0.00
340	38.81	53.78	0.00	0.00
350	39.47	62.04	0.00	0.00
360	39.98	57.72	0.00	0.00
370	40.51	59.80	0.00	0.00
380	40.91	55.36	0.00	0.00
390	41.11	48.74	0.00	0.00
400	41.47	55.73	0.00	0.00
410	41.68	50.05	0.00	0.00
420	42.08	58.54	0.00	0.00
430	42.52	60.73	0.00	0.00
440	43.04	65.44	0.00	0.00
450	43.46	62.00	0.00	0.00
460	43.64	51.84	0.00	0.00
470	43.76	49.33	0.00	0.00
480	43.50	31.25	0.00	0.00
490	43.88	61.92	0.00	0.00
500	44.30	64.73	0.00	0.00
510	44.70	64.90	0.00	0.00
520	44.97	58.54	0.00	0.00
530	45.18	56.22	0.00	0.00
540	45.21	46.64	0.00	0.00
550	45.50	61.43	0.00	0.00
560	45.27	32.53	0.00	0.00
570	45.68	68.82	0.00	0.00
580	46.08	68.72	0.00	0.00
590	46.42	66.09	0.00	0.00
600	46.66	61.02	0.00	0.00
610	46.79	54.26	0.00	0.00
620	46.89	53.34	0.00	0.00
630	47.07	58.33	0.00	0.00
640	47.09	48.44	0.00	0.00
650	47.23	55.89	0.00	0.00
660	47.42	59.97	0.00	0.00
670	47.64	62.17	0.00	0.00
680	47.82	59.42	0.00	0.00
690	47.55	29.14	0.00	0.00
700	47.66	55.84	0.00	0.00
710	47.89	63.68	0.00	0.00
720	48.09	62.23	0.00	0.00
730	48.30	63.53	0.00	0.00
740	48.53	65.16	0.00	0.00
750	48.73	63.47	0.00	0.00
760	48.79	53.34	0.00	0.00
770	48.82	51.26	0.00	0.00
780	48.64	34.95	0.00	0.00
790	48.74	56.24	0.00	0.00
800	48.95	65.53	0.00	0.00
810	49.20	69.62	0.00	0.00
820	49.28	55.06	0.00	0.00
830	49.20	42.66	0.00	0.00
840	49.28	56.03	0.00	0.00
850	49.45	63.72	0.00	0.00
860	49.52	56.04	0.00	0.00
870	49.63	58.54	0.00	0.00
880	49.78	62.78	0.00	0.00
890	49.97	66.63	0.00	0.00
900	50.08	60.39	0.00	0.00
910	50.06	48.44	0.00	0.00
920	49.92	37.25	0.00	0.00
930	50.00	57.13	0.00	0.00
940	50.19	67.92	0.00	0.00
950	50.34	63.72	0.00	0.00
960	50.45	61.47	0.00	0.00
970	50.51	55.83	0.00	0.00
980	50.50	50.05	0.00	0.00
990	50.61	61.33	0.00	0.00
