procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2  60200 121159488  23788 294816   20   44  1401  2178    1    1 12  4 79  5  0
26  3  60200 120541736  28008 302344    0    0 466640 22668 159501 290143 14  5 69 12  0
15  4  60200 120180400  30032 315112    0    0 332272 27968 178261 324714 16  6 69 10  0
10  7  60200 119854528  32012 331844    0    0 307208 27892 178591 329535 16  5 70  9  0
10  5  60200 119522432  34012 347792    0    0 297512 28016 190041 342099 17  5 68  9  0
 5  6  60200 119217968  36020 363224    0    0 277608 27664 200965 350203 20  6 66  8  0
 4  4  60200 118942552  38016 377908    0    0 256112 26992 196783 348744 19  6 67  8  0
12  7  60200 118674736  40548 392196    0    0 243204 26864 188874 353408 17  6 69  8  0
29  3  60200 118408336  42548 406920    0    0 237844 27920 198326 367443 18  6 69  7  0
12  6  60200 118163168  44516 422080    0    0 223152 27460 200468 369960 18  6 69  7  0
22  0  60200 117932320  46492 436776    0    0 212252 26556 212846 367989 20  6 67  7  0
12  5  60200 117700040  48492 451044    0    0 205580 27616 226353 389348 20  6 67  7  0
 4  1  60200 117488176  50500 465164    0    0 189416 27364 217472 382228 19  6 68  6  0
 2  2  60200 117277264  52500 479920    0    0 187780 28220 220610 394532 19  6 69  6  0
20  2  60200 117090440  54528 494424    0    0 166184 92040 207287 369034 19  6 70  6  0
23  4  60200 116902304  56528 508376    0    0 168164 27564 241981 401293 22  6 67  5  0
 5  2  60200 116712000  58528 522228    0    0 157696 27148 242737 402274 22  6 67  5  0
14  4  60200 116545424  60536 535436    0    0 152112 27916 234664 405359 20  6 69  5  0
13  5  60200 116374416  62536 549480    0    0 147036 27660 239920 418089 21  6 68  5  0
 3  3  60200 116209104  64536 564312    0    0 138068 27588 245885 414079 20  6 69  5  0
18  2  60200 116053688  66544 577464    0    0 131704 28391 265609 419921 22  6 67  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1  60200 115873176  68968 602352    0    0 136320 27509 255862 419773 24  7 65  4  0
13  5  60200 115722160  71788 616244    0    0 121124 29192 256907 434726 23  7 66  4  0
19  4  60200 115561304  74076 630844    0    0 398100 25680 228956 396211 22  6 68  5  0
 2  9  60200 115440288  76100 642284    0    0 537300 23528 214915 387299 23  6 66  6  0
 2  8  60200 115323032  78148 653964    0    0 529192 23092 228473 382796 24  6 65  6  0
26  3  60200 115219232  80268 665624    0    0 538140 23492 227580 386532 24  5 65  5  0
10  5  60200 115118968  82292 677604    0    0 526520 81189 198657 356561 22  5 67  6  0
15  5  60200 115019008  84332 688236    0    0 541652 29303 215568 384299 21  6 67  6  0
26  3  60200 114925304  86256 699968    0    0 526636 22172 204468 368197 21  5 69  6  0
25  1  60200 114816144  88200 711096    0    0 515940 24304 238516 388715 24  5 65  5  0
16  3  60200 114722336  90200 722808    0    0 493000 25204 226972 389577 23  5 66  5  0
14  3  60200 114630680  92264 734212    0    0 511676 25121 220432 388089 23  5 67  5  0
 2  7  60200 114534640  94268 745704    0    0 509468 24767 224982 389403 22  5 67  5  0
 3  4  60200 114449936  96196 757780    0    0 515796 23012 202113 359405 21  5 69  5  0
17  6  60200 114370456  98184 767540    0    0 447020 23334 206779 357488 23  6 66  5  0
10  2  60200 114293344 100112 777460    0    0 454344 22824 202070 352854 21  5 69  5  0
19  1  60200 114216384 101984 788256    0    0 444540 23121 189926 354803 21  5 69  6  0
18  2  60200 114140880 103932 798576    0    0 464832 24055 203177 369660 21  5 68  5  0
17  2  60200 114066048 105820 810292    0    0 462544 23360 205224 370495 21  5 69  5  0
 9  2  60200 113991928 107728 820460    0    0 491820 24172 227794 381395 24  5 66  5  0
14  2  60200 113927216 109548 830604    0    0 435544 22812 201513 355644 21  5 69  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  4  60200 113850416 111372 841404    0    0 438636 24676 208109 373440 21  5 68  5  0
 2  1  60200 113785104 113156 851808    0    0 457476 24764 214646 377465 21  5 68  5  0
 9  3  60200 113722000 113304 863788    0    0 426512 86632 186778 318945 19  5 72  4  0
25  0  60200 113663120 113324 872212    0    0 455332 24764 229388 383936 24  6 66  5  0
26  3  60200 113595808 113364 882856    0    0 453244 24468 211692 375477 23  5 67  5  0
24  1  60200 113542912 113392 892868    0    0 429664 23428 191707 359028 19  5 71  5  0
 3  3  60200 113476080 113708 903024    0    0 420440 24216 200598 365688 20  5 70  5  0
 3  1  60200 113423408 114656 912460    0    0 420252 24872 206497 376499 21  5 69  5  0
 2  4  60200 113361064 115612 923044    0    0 430096 25000 219045 384131 23  5 67  5  0
17  2  60200 113297024 116576 933180    0    0 438544 24776 202588 377983 22  5 68  4  0
18  1  60200 113244272 117212 943920    0    0 438444 25828 216713 398605 21  5 69  5  0
13  1  60200 113184656 117520 953912    0    0 443000 24144 190955 364334 19  5 71  5  0
14  6  60200 113129072 118456 963560    0    0 405972 25320 208183 394211 23  5 67  5  0
33  2  60200 113068976 119428 973736    0    0 414020 26180 219064 389888 24  5 66  5  0
26  4  60200 113019240 120132 984164    0    0 430616 27592 232999 413348 23  5 67  4  0
 1 12  60200 112958624 120444 994948    0    0 474732 28192 227644 426729 23  6 67  4  0
29  1  60200 112900080 120472 1006512    0    0 488604 29652 251090 455688 24  6 66  4  0
 6  1  60200 112842704 120492 1018232    0    0 518128 29596 251874 449685 24  7 66  4  0
12  2  60200 112784272 120840 1029420    0    0 466568 31288 269882 463249 27  6 64  4  0
 2  3  60200 112730952 121768 1040308    0    0 474352 95700 252992 441583 25  6 66  4  0
18  2  60200 112667816 122776 1051080    0    0 465480 31916 256473 463381 25  6 66  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0  60200 112618592 123484 1062812    0    0 494180 31140 248365 456496 25  7 65  4  0
20  2  60200 112567400 123816 1074772    0    0 536032 32692 260042 478848 25  6 66  3  0
 3  2  60200 112512144 124848 1085956    0    0 473676 31960 265728 472938 27  6 63  3  0
 4  1  60200 112459520 125608 1097496    0    0 472952 32920 263997 495767 27  6 63  3  0
 2  3  60200 112407856 125928 1108716    0    0 472856 33516 257744 477935 26  6 65  3  0
15  2  60200 112352208 126700 1120160    0    0 482620 33760 264979 503588 25  6 66  3  0
30  0  60200 112298176 127012 1131424    0    0 497848 33864 267289 500138 27  6 64  3  0
