sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2613.72, reads: 36811.99, writes: 10462.86, response time: 11.18ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 3337.08, reads: 46687.06, writes: 13364.30, response time: 8.84ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 3365.00, reads: 47070.00, writes: 13443.00, response time: 8.93ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 3560.00, reads: 49838.00, writes: 14239.00, response time: 8.32ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 3586.99, reads: 50204.91, writes: 14345.98, response time: 8.39ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3654.00, reads: 51143.07, writes: 14620.02, response time: 8.17ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3706.01, reads: 51951.08, writes: 14831.02, response time: 8.07ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3783.99, reads: 52943.89, writes: 15120.97, response time: 7.94ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3866.00, reads: 54121.01, writes: 15481.00, response time: 7.51ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3997.00, reads: 55987.03, writes: 15978.01, response time: 7.42ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3967.01, reads: 55536.11, writes: 15864.03, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 4170.98, reads: 58398.68, writes: 16699.91, response time: 7.03ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 4207.02, reads: 58891.21, writes: 16820.06, response time: 7.09ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 4298.00, reads: 60149.98, writes: 17193.99, response time: 7.05ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 4324.99, reads: 60529.84, writes: 17286.96, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 4370.01, reads: 61201.21, writes: 17485.06, response time: 6.73ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 4363.99, reads: 61129.90, writes: 17455.97, response time: 6.96ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 4476.99, reads: 62540.88, writes: 17902.97, response time: 6.55ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 4475.02, reads: 62809.28, writes: 17904.08, response time: 6.62ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 4661.00, reads: 65217.01, writes: 18647.00, response time: 6.33ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 4566.98, reads: 63920.71, writes: 18270.92, response time: 6.36ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 4207.01, reads: 58948.09, writes: 16859.03, response time: 7.49ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3988.93, reads: 55782.99, writes: 15931.71, response time: 7.94ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3978.07, reads: 55771.01, writes: 15910.29, response time: 8.46ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 4272.99, reads: 59744.82, writes: 17083.95, response time: 7.14ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 4565.02, reads: 63923.34, writes: 18272.10, response time: 6.72ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 4154.00, reads: 58135.06, writes: 16601.02, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 4187.99, reads: 58672.89, writes: 16774.97, response time: 7.72ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 4348.00, reads: 60877.03, writes: 17365.01, response time: 6.95ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 4569.98, reads: 64010.74, writes: 18287.93, response time: 6.59ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 4660.02, reads: 65216.32, writes: 18632.09, response time: 5.96ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 4421.00, reads: 61896.01, writes: 17695.00, response time: 7.31ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 4457.97, reads: 62410.62, writes: 17830.89, response time: 7.14ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 4458.02, reads: 62427.34, writes: 17829.10, response time: 7.73ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 4655.99, reads: 65122.86, writes: 18620.96, response time: 6.30ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 4682.00, reads: 65554.04, writes: 18740.01, response time: 6.48ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 4605.01, reads: 64464.08, writes: 18420.02, response time: 6.11ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 4252.00, reads: 59574.93, writes: 17013.98, response time: 8.23ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 4445.00, reads: 62258.05, writes: 17770.01, response time: 7.24ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 4654.98, reads: 65076.72, writes: 18615.92, response time: 7.26ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 4831.02, reads: 67663.22, writes: 19323.06, response time: 6.31ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 4537.00, reads: 63567.05, writes: 18150.01, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 4306.00, reads: 60252.99, writes: 17217.00, response time: 7.21ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 4728.00, reads: 66212.07, writes: 18911.02, response time: 6.04ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 4677.00, reads: 65441.00, writes: 18723.00, response time: 6.40ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 4903.00, reads: 68683.03, writes: 19632.01, response time: 5.69ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 4295.96, reads: 60160.51, writes: 17163.86, response time: 7.82ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 4648.03, reads: 65075.38, writes: 18584.11, response time: 6.23ms (95%), errors: 0.00, reconnects:  0.00
