procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 446028 15503856 1271244 106901712   12   37  1175   351    0    0  1  1 97  1  0
12  9 446028 15008744 1275388 106906424    0    0 445224 21492 149844 269447 11 12 66 12  0
10 10 446028 14609572 1277348 106906688    0    0 376568 32020 218915 353512 16 11 62 12  0
 8 10 446028 14231676 1279300 106906992    0    0 366768 31960 231423 378013 16 10 62 12  0
13 12 446028 13863072 1281248 106907032    0    0 351912 32144 238560 387395 17  9 62 12  0
 9  7 446028 13521044 1283212 106907136    0    0 331168 31392 242712 397251 17  9 63 11  0
14  4 446028 13190208 1285180 106907056    0    0 318208 32112 254585 413861 17 10 62 11  0
14  6 446028 12882944 1285956 106907920    0    0 299904 32540 257693 418666 18 10 63 10  0
16  8 446028 12592800 1287548 106906984    0    0 279944 31160 255890 421777 17 10 62 10  0
15  3 446028 12303096 1289504 106906976    0    0 273612 31900 275632 447933 19 10 62  9  0
 2  5 446028 12150432 1290688 106909000    0    0 146708 780864 165258 266524 12  6 73  9  0
12  6 446028 11891200 1292608 106907888    0    0 245244 28660 287157 469921 19  9 63  8  0
19  3 446028 11635048 1294572 106907888    0    0 243048 30688 299774 494539 20 10 62  9  0
12  9 446028 11391656 1296492 106907736    0    0 227192 30248 303996 507048 20  9 62  8  0
12  7 446028 11171288 1298412 106907984    0    0 211316 30160 321438 524525 21  9 62  8  0
17  2 446028 10955092 1300384 106907952    0    0 202364 30428 320174 542485 21 10 62  7  0
17  1 446028 10753356 1302324 106907896    0    0 189008 30928 331330 551858 21  9 62  7  0
18  2 446028 10560848 1304296 106907880    0    0 179816 31927 333592 566918 23  9 62  7  0
12  6 446028 10374748 1306184 106908016    0    0 172760 31899 344600 584667 23  9 62  6  0
15  4 446028 10195928 1308112 106908024    0    0 159396 32420 358798 594720 23  9 62  6  0
16  3 446028 10025744 1310324 106907872    0    0 148352 32172 366352 590245 23  9 62  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  4 446028 9836616 1312560 106927992    0    0 148684 83028 372571 601761 25 10 60  6  0
14  5 446028 9682120 1315276 106927184    0    0 134212 96021 387975 632638 25  9 60  5  0
 9  9 446028 9730112 1317252 106718384    0    0 331852 124899 364826 596281 24  9 61  6  0
 2 13 446028 9776968 1319396 106540048    0    0 297184 154248 372856 617061 25  9 60  6  0
13  6 446028 9851936 1321500 106360048    0    0 281340 154432 369496 620852 25  9 60  6  0
17  4 446028 9855840 1323496 106222736    0    0 224968 113848 383828 628102 25  9 59  6  0
15  4 446028 9931028 1325624 106044880    0    0 267256 154123 370917 612038 24  9 61  6  0
16  2 446028 10012404 1327644 105855904    0    0 271568 153337 368942 608077 25  8 61  6  0
24  2 446028 10080772 1329652 105679536    0    0 258752 154460 387878 632503 26  9 60  5  0
17  1 446028 10165972 1331800 105499488    0    0 255884 155044 391613 640970 25  9 61  5  0
19  3 446028 10238420 1333860 105333272    0    0 230892 125248 402703 643943 26  9 60  5  0
18  1 446028 10303524 1335960 105174064    0    0 237168 156751 398178 643840 26  9 60  5  0
14  4 446028 10394636 1338076 104994768    0    0 246020 145531 410558 654004 26  9 61  4  0
18  3 446028 10488244 1340064 104816696    0    0 239456 145228 390688 643790 26  9 60  4  0
 7  8 446028 10594032 1342180 104626400    0    0 256936 155784 397928 661187 27  9 60  4  0
14  3 446028 10728600 1344144 104426432    0    0 243960 200052 392669 640371 26  9 61  4  0
22  1 446028 10829440 1345368 104229824    0    0 265812 146509 410534 670411 27  9 60  4  0
16  7 446028 10955868 1346732 104043344    0    0 220188 147459 427522 686466 28  9 60  3  0
24  2 446028 11044696 1347996 103880288    0    0 218472 156760 419782 678046 28  9 60  4  0
19  3 446028 11160164 1349408 103701520    0    0 234644 156428 411009 671387 27  9 60  4  0
19  2 446028 11252144 1350688 103532896    0    0 202604 136328 424095 679959 27  9 60  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  7 446028 11371688 1351896 103352392    0    0 233120 157921 435905 698653 28  9 60  3  0
 8  7 446028 11479440 1353212 103171544    0    0 221748 167627 434802 696079 28  9 60  3  0
16  3 446028 11601636 1354516 102995552    0    0 211224 137244 440774 695523 28  9 60  3  0
18  1 446028 11735080 1355868 102806000    0    0 229012 158044 439099 702708 28  9 60  3  0
22  1 446028 11813544 1357044 102661408    0    0 175832 128036 445982 713149 29  9 59  3  0
21  0 446028 11934036 1357068 102491640    0    0 211828 159397 434004 689022 28  9 60  3  0
16  2 446028 12046568 1357612 102321232    0    0 202376 146967 439440 691294 27  9 61  3  0
23  1 446028 12190588 1358712 102134432    0    0 221404 147448 453312 702467 28  9 60  3  0
14  2 446028 12331284 1359976 101944400    0    0 220396 147960 448887 702214 28  9 60  3  0
19  0 446028 12470124 1361164 101743312    0    0 225452 128852 459462 712636 28  9 60  3  0
17  2 446028 12590836 1361528 101568960    0    0 208596 148149 446077 701353 28  9 60  3  0
12  5 446028 12732020 1362564 101388592    0    0 208232 150583 459919 708032 28  9 60  3  0
23  1 446024 12842528 1363532 101222240    4    0 205076 155456 437021 690567 28  9 60  3  0
19  0 446008 12982512 1364312 101045016   16    0 196644 149412 471445 732287 29 10 59  2  0
18  0 446008 13108188 1364548 100874192    0    0 194280 159892 469396 730510 29  9 59  3  0
19  0 446008 13230520 1364572 100706112    0    0 205020 160265 458980 729866 29  9 60  2  0
20  0 446008 13388272 1364796 100507680    0    0 214076 159657 458486 729516 30  9 59  2  0
16  1 446008 13530100 1365840 100325480    0    0 203116 160496 455693 735524 29  9 59  2  0
24  0 446008 13655332 1366652 100146800    0    0 202528 150592 458709 726200 28  9 60  2  0
19  0 446008 13759732 1366892 100009312    0    0 159708 130308 458262 722717 28 10 59  3  0
18  2 446008 13910960 1367896 99818448    0    0 211136 160466 461588 736405 29  9 59  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0 446008 14053660 1368932 99637624    0    0 210020 162886 460564 735647 29  9 59  2  0
18  1 446008 14212884 1369760 99437680    0    0 210476 151744 473071 750722 29 10 59  2  0
20  0 446008 14374852 1369988 99237008    0    0 219612 140152 472085 721814 28  9 60  2  0
20  0 446008 14508840 1371028 99065280    0    0 189164 142140 477555 728506 29  9 60  3  0
16  2 446008 14626468 1372048 98908592    0    0 187704 141392 478072 729230 30  9 60  2  0
24  2 446008 14770280 1372920 98727696    0    0 188164 163022 478852 745886 30 10 59  2  0
15  2 446008 14897496 1373208 98558080    0    0 196940 217196 452870 713053 28  9 61  2  0
18  1 446008 15055328 1373240 98379408    0    0 186128 162732 478839 745981 30  9 59  2  0
18  0 446008 15180328 1374004 98198040    0    0 196344 153060 468846 741063 29 10 59  2  0
22  0 446008 15311736 1375108 98049712    0    0 165644 153728 472523 750367 30  9 59  2  0
20  2 446008 15433932 1375888 97885472    0    0 184584 141676 457868 716328 29  9 60  2  0
18  0 446008 15581056 1376112 97715920    0    0 186008 153976 484257 753861 30  9 59  2  0
18  2 446008 15737956 1377144 97523184    0    0 204744 163700 487866 762998 30 10 58  2  0
12  4 446008 15875120 1378180 97352768    0    0 184616 155204 489049 764503 30  9 59  2  0
27  1 446008 16046048 1378872 97162264    0    0 204188 164724 476515 750199 30  9 59  2  0
18  1 446008 16191324 1379360 96979104    0    0 194152 145616 490652 756460 30 10 59  2  0
22  2 446008 16328472 1379672 96802544    0    0 192628 164580 471823 745573 28  9 60  2  0
25  1 446008 16532056 1380392 96581440    0    0 233088 135380 477223 753439 29  9 60  2  0
22  0 446008 16630836 1381084 96443136    0    0 154016 146468 486337 760624 29 10 58  2  0
23  1 446008 16787948 1381600 96262976    0    0 197956 166428 493030 757327 30 10 59  2  0
19  0 446008 16934908 1381788 96082848    0    0 186512 156716 491814 750449 30 10 59  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0 446008 17061612 1382384 95922720    0    0 171016 156984 491938 770887 30 10 59  2  0
22  0 446008 17212308 1382968 95754912    0    0 181788 166064 470494 734840 29  9 60  2  0
