sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2296.50, reads: 32333.92, writes: 9192.99, response time: 10.99ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2786.01, reads: 38985.07, writes: 11140.02, response time: 9.21ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2890.00, reads: 40481.03, writes: 11567.01, response time: 8.80ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2935.00, reads: 41056.97, writes: 11733.99, response time: 8.69ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2966.00, reads: 41510.00, writes: 11861.00, response time: 8.47ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3008.00, reads: 42158.96, writes: 12041.99, response time: 8.50ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3035.91, reads: 42473.81, writes: 12140.66, response time: 8.60ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3096.09, reads: 43255.28, writes: 12376.37, response time: 8.19ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3131.00, reads: 43941.05, writes: 12539.01, response time: 8.01ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3144.00, reads: 43966.96, writes: 12563.99, response time: 7.81ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3207.99, reads: 44948.92, writes: 12828.98, response time: 7.82ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3215.01, reads: 44995.07, writes: 12869.02, response time: 7.83ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3263.00, reads: 45680.03, writes: 13076.01, response time: 7.61ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3349.01, reads: 46953.09, writes: 13367.03, response time: 7.50ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3327.99, reads: 46514.85, writes: 13307.96, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3323.00, reads: 46560.98, writes: 13299.99, response time: 7.58ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3336.00, reads: 46708.04, writes: 13345.01, response time: 7.61ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3421.00, reads: 47881.96, writes: 13683.99, response time: 7.52ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3456.96, reads: 48367.38, writes: 13829.82, response time: 7.39ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3558.05, reads: 49787.71, writes: 14227.20, response time: 7.02ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3594.99, reads: 50333.86, writes: 14377.96, response time: 7.04ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3514.01, reads: 49274.17, writes: 14057.05, response time: 6.92ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3560.00, reads: 49840.03, writes: 14239.01, response time: 7.20ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3501.00, reads: 49005.95, writes: 14006.99, response time: 7.18ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3582.00, reads: 50131.95, writes: 14325.99, response time: 7.04ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3415.00, reads: 47852.94, writes: 13667.98, response time: 7.64ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 3493.00, reads: 48778.02, writes: 13972.01, response time: 7.63ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 3643.01, reads: 51036.11, writes: 14566.03, response time: 6.98ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 3606.99, reads: 50522.91, writes: 14421.97, response time: 7.27ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 3586.00, reads: 50234.97, writes: 14347.99, response time: 7.35ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 3720.01, reads: 52034.11, writes: 14882.03, response time: 6.85ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 3533.00, reads: 49425.95, writes: 14138.99, response time: 7.63ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 3722.99, reads: 52194.88, writes: 14886.97, response time: 6.67ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 3546.00, reads: 49687.05, writes: 14210.02, response time: 7.41ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 3801.00, reads: 53146.02, writes: 15182.01, response time: 6.61ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 3644.00, reads: 51011.97, writes: 14571.99, response time: 7.07ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 3703.00, reads: 51908.02, writes: 14825.01, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 3578.00, reads: 50100.94, writes: 14339.98, response time: 7.23ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 3721.01, reads: 52073.12, writes: 14857.03, response time: 6.99ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 3828.00, reads: 53564.94, writes: 15288.98, response time: 6.57ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 3714.01, reads: 51973.07, writes: 14869.02, response time: 7.00ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 3671.00, reads: 51455.07, writes: 14676.02, response time: 7.13ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 3868.99, reads: 54093.91, writes: 15470.97, response time: 6.54ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 3716.00, reads: 52103.00, writes: 14919.00, response time: 6.97ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 3831.00, reads: 53565.95, writes: 15268.99, response time: 6.74ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 3721.01, reads: 52116.10, writes: 14905.03, response time: 6.91ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 3645.99, reads: 51049.89, writes: 14567.97, response time: 7.22ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 3838.00, reads: 53715.05, writes: 15354.02, response time: 6.75ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 16, tps: 3714.98, reads: 51931.76, writes: 14864.93, response time: 7.27ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 3905.02, reads: 54765.25, writes: 15631.07, response time: 6.55ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 16, tps: 3830.00, reads: 53597.02, writes: 15313.00, response time: 6.66ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 16, tps: 3759.99, reads: 52651.92, writes: 15033.98, response time: 7.12ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 16, tps: 3685.00, reads: 51589.06, writes: 14745.02, response time: 6.94ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 16, tps: 3772.00, reads: 52799.94, writes: 15078.98, response time: 7.00ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 16, tps: 3903.00, reads: 54701.06, writes: 15629.02, response time: 6.62ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 16, tps: 3842.00, reads: 53779.94, writes: 15349.98, response time: 6.77ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 16, tps: 3871.00, reads: 54143.97, writes: 15479.99, response time: 6.61ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 16, tps: 3877.00, reads: 54271.99, writes: 15514.00, response time: 6.63ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 16, tps: 3695.00, reads: 51660.07, writes: 14773.02, response time: 7.12ms (95%), errors: 0.00, reconnects:  0.00
