sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2223.44, reads: 31271.07, writes: 8893.74, response time: 11.66ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2786.01, reads: 39000.16, writes: 11148.05, response time: 9.25ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2801.99, reads: 39255.90, writes: 11216.97, response time: 9.54ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2922.00, reads: 40847.00, writes: 11677.00, response time: 8.97ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2881.97, reads: 40414.57, writes: 11551.88, response time: 8.95ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 2975.01, reads: 41643.09, writes: 11886.03, response time: 8.77ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 2976.00, reads: 41682.96, writes: 11899.99, response time: 8.81ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3042.00, reads: 42583.06, writes: 12169.02, response time: 8.62ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3079.97, reads: 43099.62, writes: 12312.89, response time: 8.47ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3131.03, reads: 43871.37, writes: 12532.11, response time: 8.06ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3195.02, reads: 44729.35, writes: 12794.10, response time: 8.21ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3227.94, reads: 45132.23, writes: 12887.78, response time: 7.87ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3266.03, reads: 45746.36, writes: 13068.10, response time: 8.01ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3320.12, reads: 46486.64, writes: 13287.47, response time: 7.69ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3322.90, reads: 46503.57, writes: 13283.59, response time: 7.86ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3415.98, reads: 47856.77, writes: 13663.93, response time: 7.40ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3400.01, reads: 47617.15, writes: 13616.04, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3367.02, reads: 47077.27, writes: 13453.08, response time: 7.61ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3436.95, reads: 48179.37, writes: 13747.82, response time: 7.52ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3440.99, reads: 48164.87, writes: 13770.96, response time: 7.82ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3548.06, reads: 49674.79, writes: 14185.23, response time: 7.09ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3454.98, reads: 48327.68, writes: 13823.91, response time: 7.51ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3487.97, reads: 48827.55, writes: 13950.87, response time: 7.73ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3314.01, reads: 46421.12, writes: 13277.03, response time: 8.29ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 2926.99, reads: 41020.91, writes: 11694.97, response time: 13.59ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3617.04, reads: 50608.58, writes: 14463.17, response time: 7.27ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 3596.00, reads: 50317.02, writes: 14386.01, response time: 7.18ms (95%), errors: 0.00, reconnects:  0.00
