sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2670.76, reads: 37484.60, writes: 10691.03, response time: 10.71ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 3468.03, reads: 48670.37, writes: 13872.10, response time: 8.19ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 3545.98, reads: 49609.75, writes: 14181.93, response time: 8.56ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 3569.01, reads: 49960.12, writes: 14277.03, response time: 8.08ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 3704.01, reads: 51834.13, writes: 14817.04, response time: 7.98ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3755.00, reads: 52583.00, writes: 15021.00, response time: 7.89ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3832.00, reads: 53621.94, writes: 15328.98, response time: 8.02ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3824.00, reads: 53560.02, writes: 15295.01, response time: 8.03ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 4010.00, reads: 56143.02, writes: 16041.00, response time: 7.43ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 4009.98, reads: 56145.73, writes: 16044.92, response time: 7.21ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 4108.02, reads: 57471.26, writes: 16418.07, response time: 7.30ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 4177.91, reads: 58505.77, writes: 16730.65, response time: 7.08ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 4268.08, reads: 59756.10, writes: 17060.31, response time: 6.72ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 4281.97, reads: 60005.57, writes: 17121.88, response time: 6.93ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 4372.05, reads: 61180.64, writes: 17497.18, response time: 6.62ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 4439.98, reads: 62198.77, writes: 17763.94, response time: 6.58ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 4418.00, reads: 61773.95, writes: 17656.99, response time: 6.87ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 4598.00, reads: 64374.06, writes: 18401.02, response time: 6.37ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 4543.01, reads: 63660.21, writes: 18203.06, response time: 6.47ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 4525.98, reads: 63305.76, writes: 18084.93, response time: 6.51ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 4529.97, reads: 63357.59, writes: 18098.88, response time: 6.43ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 4219.01, reads: 59126.21, writes: 16910.06, response time: 7.42ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 4138.01, reads: 57914.13, writes: 16527.04, response time: 7.86ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 4178.99, reads: 58521.87, writes: 16716.96, response time: 7.77ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 4226.03, reads: 59214.40, writes: 16913.11, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 4377.99, reads: 61284.86, writes: 17501.96, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 4316.00, reads: 60416.06, writes: 17263.02, response time: 7.46ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 4298.98, reads: 60216.78, writes: 17195.94, response time: 7.44ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 4389.00, reads: 61385.94, writes: 17561.98, response time: 7.34ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 4335.02, reads: 60702.26, writes: 17331.07, response time: 7.52ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 4475.00, reads: 62605.07, writes: 17898.02, response time: 7.20ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 4672.00, reads: 65482.97, writes: 18704.99, response time: 6.90ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 4506.97, reads: 63056.54, writes: 18031.87, response time: 7.37ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 4574.02, reads: 64067.30, writes: 18279.08, response time: 6.99ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 4762.00, reads: 66668.04, writes: 19050.01, response time: 6.31ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 5021.01, reads: 70215.08, writes: 20082.02, response time: 5.62ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 4698.99, reads: 65869.90, writes: 18788.97, response time: 6.78ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 4424.02, reads: 61969.23, writes: 17709.06, response time: 7.34ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 4597.00, reads: 64308.98, writes: 18379.99, response time: 7.05ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 4579.00, reads: 64143.94, writes: 18318.98, response time: 7.09ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 5005.00, reads: 70052.99, writes: 20043.00, response time: 5.63ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 4404.00, reads: 61623.01, writes: 17598.00, response time: 7.09ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 4517.99, reads: 63162.80, writes: 18058.94, response time: 7.12ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 4382.02, reads: 61449.24, writes: 17548.07, response time: 7.41ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 4539.99, reads: 63616.81, writes: 18154.95, response time: 7.06ms (95%), errors: 0.00, reconnects:  0.00
