sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 3068.70, reads: 43147.84, writes: 12285.82, response time: 9.29ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 3927.01, reads: 54949.18, writes: 15703.05, response time: 6.91ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 4080.00, reads: 57125.00, writes: 16325.00, response time: 6.91ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 4302.00, reads: 60210.04, writes: 17204.01, response time: 6.50ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 4396.00, reads: 61551.96, writes: 17577.99, response time: 6.43ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 4542.00, reads: 63585.04, writes: 18172.01, response time: 6.17ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 4647.00, reads: 65057.06, writes: 18593.02, response time: 5.94ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 4696.00, reads: 65742.05, writes: 18782.01, response time: 5.94ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 4214.99, reads: 59016.90, writes: 16852.97, response time: 8.64ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 4222.91, reads: 59120.73, writes: 16898.64, response time: 8.77ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 4318.09, reads: 60445.32, writes: 17272.38, response time: 8.64ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 4555.99, reads: 63818.93, writes: 18230.98, response time: 7.66ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 4831.98, reads: 67637.79, writes: 19324.94, response time: 6.57ms (95%), errors: 0.00, reconnects:  0.00
