sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 1378.88, reads: 19437.25, writes: 5515.50, response time: 35.50ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2310.03, reads: 32360.47, writes: 9248.13, response time: 20.53ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2683.97, reads: 37595.53, writes: 10733.87, response time: 16.72ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2641.03, reads: 36965.36, writes: 10563.10, response time: 17.54ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2858.00, reads: 40005.04, writes: 11431.01, response time: 16.46ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3010.97, reads: 42155.53, writes: 12046.87, response time: 15.57ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 2984.99, reads: 41788.91, writes: 11932.97, response time: 16.13ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3158.01, reads: 44240.13, writes: 12640.04, response time: 14.00ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3154.99, reads: 44170.80, writes: 12623.94, response time: 13.80ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3323.05, reads: 46500.67, writes: 13287.19, response time: 12.98ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3451.96, reads: 48310.48, writes: 13802.85, response time: 12.57ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 871.00, reads: 12238.95, writes: 3507.99, response time: 84.93ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 2002.01, reads: 27994.13, writes: 7992.04, response time: 13.51ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 4473.06, reads: 62661.79, writes: 17888.22, response time: 7.63ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 4514.94, reads: 63180.14, writes: 18065.75, response time: 7.80ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 4578.97, reads: 64107.53, writes: 18308.87, response time: 8.04ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 4585.03, reads: 64132.40, writes: 18336.12, response time: 8.52ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 4843.01, reads: 67856.12, writes: 19376.03, response time: 6.93ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 4897.00, reads: 68562.02, writes: 19589.00, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 4982.99, reads: 69708.80, writes: 19925.94, response time: 6.33ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 5136.06, reads: 71920.78, writes: 20552.22, response time: 5.84ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 4729.93, reads: 66227.97, writes: 18920.71, response time: 6.17ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 4705.08, reads: 65888.12, writes: 18813.32, response time: 6.32ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 4924.96, reads: 68952.45, writes: 19698.84, response time: 6.77ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 5058.00, reads: 70830.96, writes: 20240.99, response time: 5.88ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 5180.04, reads: 72474.60, writes: 20721.17, response time: 5.62ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 5378.94, reads: 75342.15, writes: 21515.76, response time: 5.35ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 5235.07, reads: 73238.96, writes: 20935.27, response time: 5.78ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 5467.94, reads: 76587.11, writes: 21869.74, response time: 5.21ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 5281.99, reads: 73909.87, writes: 21124.96, response time: 5.05ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 5567.04, reads: 77977.56, writes: 22276.16, response time: 5.13ms (95%), errors: 0.00, reconnects:  0.00
