sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2640.77, reads: 37118.79, writes: 10571.09, response time: 10.85ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 3345.01, reads: 46843.19, writes: 13380.05, response time: 8.79ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 3479.00, reads: 48683.04, writes: 13925.01, response time: 8.34ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 3489.00, reads: 48868.04, writes: 13941.01, response time: 8.27ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 3581.00, reads: 50134.97, writes: 14326.99, response time: 8.13ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3721.99, reads: 52117.92, writes: 14889.98, response time: 7.99ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3854.01, reads: 53938.08, writes: 15420.02, response time: 7.73ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3948.99, reads: 55289.91, writes: 15791.97, response time: 7.53ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3895.01, reads: 54542.07, writes: 15589.02, response time: 7.65ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 4076.00, reads: 57068.03, writes: 16293.01, response time: 7.08ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 4142.00, reads: 58006.99, writes: 16569.00, response time: 6.90ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 4238.98, reads: 59347.75, writes: 16959.93, response time: 7.09ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 4361.01, reads: 61004.19, writes: 17442.06, response time: 6.90ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 4229.00, reads: 59240.01, writes: 16915.00, response time: 7.12ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 4397.98, reads: 61448.72, writes: 17584.92, response time: 6.70ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 4350.02, reads: 61001.29, writes: 17404.08, response time: 7.00ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 4530.00, reads: 63411.97, writes: 18119.99, response time: 6.43ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 4538.99, reads: 63563.84, writes: 18160.95, response time: 6.35ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 4423.01, reads: 61936.11, writes: 17693.03, response time: 6.54ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 4495.01, reads: 62963.15, writes: 18003.04, response time: 6.61ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 4519.00, reads: 63247.99, writes: 18049.00, response time: 7.07ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 4361.00, reads: 61064.98, writes: 17450.00, response time: 6.60ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3898.98, reads: 54593.72, writes: 15623.92, response time: 8.02ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 4172.02, reads: 58397.24, writes: 16660.07, response time: 7.88ms (95%), errors: 0.00, reconnects:  0.00
