procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0  44196 121174128  23640 284696   16   36  1267  2596    1    0 14  5 76  4  0
14  6  44196 120555976  28012 291844    0    0 485808 23192 170939 306901 14  5 70 11  0
14  5  44196 120160064  30020 307224    0    0 357576 29808 200519 348545 17  6 67  9  0
17  2  44196 119810432  32020 324060    0    0 325092 29632 200478 353892 17  6 68  9  0
 6  6  44196 119472464  34020 341004    0    0 306704 29264 207611 367343 18  6 68  8  0
14  7  44196 119160008  36028 357620    0    0 290996 29648 216289 378464 18  6 68  8  0
 5  1  44196 118846928  38048 380848    0    0 279888 29244 219756 387238 19  6 67  8  0
12  4  44196 118561776  40032 397652    0    0 259236 29209 224947 391555 19  6 67  8  0
 8  8  44196 118295248  42032 413080    0    0 247908 29183 231586 402704 19  6 67  7  0
17  3  44196 118034416  44032 428828    0    0 234252 29084 230200 403415 19  6 68  7  0
12  4  44196 117797184  46032 444220    0    0 212524 28656 230337 405103 19  6 68  7  0
11  6  44196 117563024  47996 459824    0    0 212284 29556 250227 413666 21  6 67  7  0
 9  3  44196 117335040  49980 474468    0    0 196376 28777 245352 414155 20  6 68  6  0
17  2  44196 117140560  51964 489828    0    0 178160 93387 230851 401749 19  6 69  6  0
12  5  44196 116936960  53932 503724    0    0 175944 28536 246238 421752 21  6 68  5  0
10  6  44196 116746448  55920 518860    0    0 169240 29076 255329 434346 21  6 68  5  0
13  2  44196 116564192  57888 533892    0    0 156436 28392 237154 416610 21  6 69  5  0
 8  3  44196 116390320  59888 548564    0    0 150900 28549 259495 427851 21  6 68  4  0
 3  2  44188 116212304  61776 563720    4    0 144980 28375 253293 423826 21  6 68  4  0
15  4  44188 116046680  63628 577776    0    0 140004 29132 268259 445779 21  6 68  5  0
14  4  44188 115896192  65480 593356    0    0 127864 28490 264315 431356 21  6 68  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  2  44188 115714336  67936 617080    0    0 136632 29006 274927 464779 25  6 65  4  0
12  8  44188 115555744  70332 631840    0    0 121520 30005 277011 474098 25  6 65  4  0
 7  5  44188 115405792  72320 645436    0    0 375080 26675 268876 452870 22  6 67  5  0
 1  8  44188 115286576  74352 659136    0    0 358624 26612 261842 448228 23  6 66  5  0
 1  9  44188 115155328  76396 672304    0    0 352188 91504 249207 438526 23  6 67  4  0
14  6  44188 115046816  78428 685396    0    0 357948 26472 271570 442777 23  6 67  4  0
 6  1  44188 114922184  80460 699376    0    0 348312 27617 283063 471247 24  6 65  4  0
17  3  44188 114809984  82500 712832    0    0 353344 26671 270530 457410 24  6 66  4  0
22  2  44188 114702608  84524 726388    0    0 338840 27032 281517 465020 24  6 66  4  0
 3  4  44188 114596272  86528 740252    0    0 354560 28526 261882 452238 23  6 67  4  0
15  4  44188 114489136  88584 753820    0    0 346304 29096 269082 463948 24  6 66  4  0
33  0  44188 114386144  90648 767288    0    0 350300 29077 268965 451788 23  6 67  4  0
17  2  44188 114284304  92664 779732    0    0 349072 28859 270099 476411 24  7 66  4  0
20  0  44188 114190464  94696 793580    0    0 336356 29284 277566 466486 24  6 66  4  0
18  1  44188 114097840  96716 806600    0    0 322124 29024 272626 462814 24  6 66  4  0
14  2  44188 114011640  98740 819912    0    0 330652 29232 273965 465730 24  7 66  3  0
11  1  44188 113917040 100760 833392    0    0 318808 29804 280332 475261 24  7 66  4  0
18  4  44188 113827024 102792 845800    0    0 314760 95292 267329 457111 23  6 67  4  0
24  2  44188 113741688 104824 858760    0    0 322960 29664 266383 462617 24  7 66  3  0
16  2  44188 113659880 106880 871844    0    0 325104 31120 284370 494064 25  6 66  3  0
16  2  44188 113578256 108928 885604    0    0 322944 31212 287126 497138 24  7 66  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
24  1  44188 113493104 110944 898840    0    0 322212 29612 270158 464109 24  6 67  3  0
32  0  44188 113411904 112760 912172    0    0 298556 31648 294140 493732 25  7 65  3  0
 2  5  44188 113338672 113772 926000    0    0 327368 31236 278602 483716 24  6 66  3  0
21  2  44188 113265344 114772 939708    0    0 308508 32176 286402 502987 25  7 65  3  0
22  1  44188 113190792 115432 953564    0    0 303136 31512 289816 489487 25  7 66  3  0
26  1  44188 113119344 115808 966336    0    0 304212 32892 310673 523531 26  7 64  3  0
 7  2  44188 113050096 116844 980264    0    0 302136 33496 299616 519489 26  7 65  3  0
 3  2  44188 112976256 117508 993596    0    0 299984 33324 305687 518603 26  7 64  3  0
20  2  44188 112905280 117888 1006644    0    0 310868 32672 288967 502131 25  6 65  3  0
 4  2  44188 112846456 118900 1019820    0    0 339056 33108 296464 500417 24  7 66  3  0
