procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2  44184 121172752  23400 291928   16   36  1272  2597    1    1 14  5 77  4  0
11  7  44184 120543840  26588 300012    0    0 481904 23740 167708 308808 13  6 70 11  0
 6  4  44184 120156168  28608 315560    0    0 349896 29136 190389 347045 17  6 69  9  0
10  7  44184 119801520  30592 332124    0    0 329292 29468 205688 359412 18  6 68  9  0
14  4  44184 119469184  32588 348480    0    0 303308 29012 200748 367021 18  6 69  8  0
 5  3  44184 119158416  34588 364780    0    0 287984 29268 207104 374050 18  6 68  8  0
13  4  44184 118863520  36608 381012    0    0 271512 29185 212982 382151 19  6 68  7  0
15  4  44184 118579184  38608 397272    0    0 256224 28843 218659 391182 19  6 68  7  0
 7  4  44184 118311952  40588 412648    0    0 243492 28828 221062 393139 19  6 68  7  0
17  4  44184 118057888  42556 428692    0    0 229460 28340 220837 396980 19  6 68  7  0
14  5  44184 117816400  44544 443180    0    0 219740 29128 229134 405945 19  6 68  6  0
14  5  44184 117582184  46480 458560    0    0 203632 28248 231118 405244 20  6 68  6  0
 1  3  44184 117377024  48444 473656    0    0 190056 28324 229976 405863 19  6 70  6  0
10  3  44184 117167400  50340 488456    0    0 179972 93660 233676 407650 20  6 69  6  0
 8  3  44184 116966688  52292 503016    0    0 176780 28536 246184 420546 21  6 68  5  0
16  4  44184 116770928  54192 517664    0    0 169468 28316 248978 424487 21  6 68  5  0
18  2  44184 116592336  56184 532800    0    0 160976 29168 249823 425106 21  6 68  5  0
17  3  44184 116406344  58184 546828    0    0 155028 29044 248053 431626 22  6 67  5  0
 5  7  44184 116230896  60184 561944    0    0 148832 29264 261346 445582 21  6 68  5  0
25  4  44184 116074360  62184 577004    0    0 137084 29012 261021 438070 21  6 68  4  0
26  1  44184 115918192  64168 592284    0    0 129108 28617 259194 430869 21  7 69  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  2  44184 115737592  66812 616532    0    0 132232 28807 262258 443453 24  7 66  4  0
18  2  44184 115599328  69692 630008    0    0 117608 29448 262780 441794 23  6 67  4  0
20  2  44184 115436864  72032 644768    0    0 384196 26676 236737 416780 21  7 67  5  0
13  1  44184 115316720  74120 656816    0    0 556652 24596 231262 404391 23  5 66  5  0
 1  4  44184 115197552  76184 669164    0    0 559060 24404 229384 404843 23  6 67  5  0
32  1  44184 115093536  78228 681156    0    0 545340 89492 225383 389117 23  5 67  5  0
 1  9  44184 114983008  80276 693908    0    0 553508 24652 231506 407587 23  5 66  5  0
14  4  44184 114878720  82372 706184    0    0 604300 24832 239691 417007 24  6 66  5  0
 4  4  44184 114773280  84388 718648    0    0 550272 24500 242291 415798 23  6 66  5  0
27  2  44184 114667224  86424 731168    0    0 538400 27422 244125 421980 24  6 66  4  0
34  1  44184 114567776  88544 743792    0    0 545540 27016 242570 420939 24  6 66  5  0
10  1  44184 114469888  90680 756020    0    0 553048 27220 242313 421121 24  6 66  5  0
18  1  44184 114382144  92792 768912    0    0 549860 26960 239631 420223 23  6 67  4  0
17  2  44184 114292264  94896 780880    0    0 552400 27244 247935 432963 25  6 65  4  0
 7  8  44184 114195280  97000 793828    0    0 527288 28016 256053 439562 25  6 65  4  0
 1  5  44184 114106192  99088 806512    0    0 522532 27024 253018 427734 25  6 66  4  0
26  1  44184 114027184 101216 817496    0    0 531400 27628 254053 431050 24  6 66  4  0
18  2  44184 113945640 103288 830872    0    0 538436 27480 262071 435197 24  6 67  4  0
21  1  44184 113862480 105212 843220    0    0 556508 27600 258115 430635 24  6 67  4  0
23  1  44184 113789104 107288 854660    0    0 513020 92552 234762 406384 23  5 68  4  0
16  3  44184 113711808 109344 866680    0    0 504904 28664 264612 442620 26  6 65  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  4  44184 113630776 111300 879132    0    0 524256 28736 258723 440213 25  6 65  4  0
 2  6  44184 113555696 111996 892240    0    0 532324 28632 253365 441094 25  6 66  4  0
21  0  44184 113488416 112384 904152    0    0 550564 28788 249337 443299 24  6 66  4  0
