sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2233.56, reads: 31454.80, writes: 8938.24, response time: 11.71ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2734.01, reads: 38243.10, writes: 10939.03, response time: 9.52ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2824.00, reads: 39550.01, writes: 11298.00, response time: 9.01ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2883.00, reads: 40366.98, writes: 11529.99, response time: 8.63ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2928.01, reads: 41025.09, writes: 11720.03, response time: 8.73ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 2959.00, reads: 41346.02, writes: 11831.01, response time: 8.83ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3023.00, reads: 42345.00, writes: 12092.00, response time: 8.27ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3055.00, reads: 42791.03, writes: 12221.01, response time: 8.05ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3106.00, reads: 43509.94, writes: 12424.98, response time: 8.05ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3191.99, reads: 44658.89, writes: 12763.97, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3179.01, reads: 44557.11, writes: 12720.03, response time: 7.89ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3244.00, reads: 45260.95, writes: 12968.99, response time: 7.66ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3211.00, reads: 45071.03, writes: 12842.01, response time: 7.75ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3283.99, reads: 45914.88, writes: 13139.97, response time: 7.71ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3301.01, reads: 46262.12, writes: 13205.03, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3369.00, reads: 47171.01, writes: 13485.00, response time: 7.47ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3402.00, reads: 47608.02, writes: 13591.01, response time: 7.39ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3427.00, reads: 48020.01, writes: 13712.00, response time: 7.30ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3459.99, reads: 48410.93, writes: 13840.98, response time: 7.47ms (95%), errors: 0.00, reconnects:  0.00
