sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 1433.87, reads: 20158.17, writes: 5736.48, response time: 22.50ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 1824.00, reads: 25555.05, writes: 7299.02, response time: 14.93ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 3249.01, reads: 45551.17, writes: 13003.05, response time: 10.41ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 3607.99, reads: 50474.91, writes: 14421.98, response time: 9.54ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 3499.01, reads: 48996.18, writes: 13995.05, response time: 10.50ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3746.90, reads: 52459.66, writes: 14987.62, response time: 9.59ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3828.08, reads: 53610.13, writes: 15317.32, response time: 9.48ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 4010.99, reads: 56178.90, writes: 16043.97, response time: 9.06ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3941.99, reads: 55152.82, writes: 15766.95, response time: 9.41ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 4219.04, reads: 59045.52, writes: 16876.15, response time: 8.61ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 4340.00, reads: 60773.04, writes: 17360.01, response time: 7.97ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 4448.00, reads: 62283.97, writes: 17790.99, response time: 7.56ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 4463.98, reads: 62461.75, writes: 17857.93, response time: 7.75ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 4567.01, reads: 63987.12, writes: 18269.03, response time: 7.29ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 4570.00, reads: 63939.98, writes: 18279.99, response time: 7.45ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 4788.99, reads: 67033.83, writes: 19149.95, response time: 6.76ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 4891.01, reads: 68514.18, writes: 19570.05, response time: 6.18ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 5072.01, reads: 71004.17, writes: 20285.05, response time: 5.81ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 5070.98, reads: 70989.76, writes: 20303.93, response time: 6.10ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 5129.00, reads: 71808.02, writes: 20496.00, response time: 5.93ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 5152.99, reads: 72133.87, writes: 20611.96, response time: 5.72ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 4884.02, reads: 68419.30, writes: 19548.09, response time: 6.70ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 4783.98, reads: 66928.69, writes: 19120.91, response time: 7.27ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 5257.03, reads: 73606.39, writes: 21036.11, response time: 5.89ms (95%), errors: 0.00, reconnects:  0.00
