procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2  62936 121170944  24556 276600   27   59  1599  1404    2    2  7  2 84  7  0
 9  7  62936 120560352  28920 283104    0    0 472812 23384 169612 298899 15  5 68 11  0
18  8  62936 120184624  30928 299736    0    0 343736 29188 182212 340087 18  6 67  9  0
20  6  62936 119838584  32904 315424    0    0 319604 28484 180295 344099 17  6 69  9  0
 6  6  62936 119502736  34880 331752    0    0 302848 28816 191397 354014 18  6 68  8  0
 4  3  62936 119194560  36880 348304    0    0 286248 28044 207561 363883 19  6 67  8  0
12  7  62936 118889976  38860 363520    0    0 270084 28720 213922 374136 21  6 66  7  0
10 10  62936 118614536  40844 378820    0    0 260912 29041 214793 385658 20  6 67  7  0
 4 12  62936 118337232  42824 394932    8    0 248716 29699 213072 394975 19  6 68  7  0
 4  5  62936 118081576  44748 411460    0    0 235356 29696 219308 403514 20  6 67  7  0
17  2  62936 117830856  46716 426788    0    0 219832 28764 228841 411097 20  6 67  6  0
17  2  62936 117609824  48696 442352    0    0 202564 28552 231224 401761 22  6 66  6  0
 9  4  62936 117392568  50652 457884    0    0 191708 28613 225635 405463 21  6 67  7  0
12  6  62936 117182560  52576 472760    0    0 178400 93643 224717 396520 19  6 69  6  0
15  6  62936 116984312  54500 487564    0    0 179564 28752 242737 421822 20  6 68  6  0
15  4  62936 116791736  56308 501844    0    0 161316 28336 239322 411353 20  6 68  6  0
15  3  62936 116612080  58308 516348    0    0 158292 27988 250734 417025 23  6 66  5  0
23  5  62936 116437776  60308 531676    0    0 148796 28208 248798 421967 21  6 68  5  0
16  4  62936 116273200  62316 545160    0    0 141640 28036 240020 422036 20  6 69  5  0
16  3  62936 116103856  64316 560616    0    0 141472 29188 259401 441580 21  6 68  5  0
13  3  62936 115948856  66452 575824    0    0 134512 28376 265271 440282 22  7 67  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  3  62936 115763392  69108 601792    0    0 131108 108212 259423 437789 24  6 66  5  0
14  4  62936 115619440  72160 615508    0    0 114972 119084 253953 431800 24  6 65  5  0
19  1  62936 115479656  74664 633732    0    0 424652 180060 212221 389284 21  6 68  6  0
 8  8  62936 115400992  76652 642600    0    0 660888 415288 148783 306062 18  5 69  8  0
 2  5  62936 115312848  78708 654384    0    0 659260 410468 149562 300179 20  5 68  7  0
 4  7  62936 115215064  80688 663892    0    0 660540 401052 159204 301719 21  5 67  7  0
 3  1  62936 115145232  82640 675288    0    0 660072 429740 137833 276553 18  4 71  7  0
 1  9  62936 115067352  84664 680072    0    0 662080 419340 137892 290259 19  5 70  6  0
 3  1  62936 114986592  86660 690428    0    0 636552 407582 157911 311968 19  5 70  7  0
11  2  62936 114907248  88660 699232    0    0 662740 399088 152374 305650 19  5 70  6  0
 2  7  62936 114833264  90600 706996    0    0 659132 364480 163264 305792 21  5 68  6  0
18  2  62936 114765840  92584 718808    0    0 644672 404484 154279 307148 19  4 70  7  0
17  3  62936 114691864  94488 725664    0    0 626632 401876 154210 307453 17  5 72  6  0
 1  5  62936 114623832  95720 736560    0    0 636908 398398 149523 310928 18  5 71  6  0
 4  3  62936 114547192  96440 744712    0    0 649208 392460 154531 310055 20  5 70  5  0
 9  8  62936 114479344  96908 752804    0    0 630884 368492 167351 310582 21  5 68  6  0
18  2  62936 114409888  97592 762784    0    0 624792 404228 165096 323579 21  5 68  6  0
 1  5  62936 114349496  98284 772284    0    0 631200 404736 157860 315600 19  5 70  6  0
20  4  62936 114285504  98988 778564    0    0 620720 387072 150982 313282 20  4 70  6  0
 6  4  62936 114217184  99548 787944    0    0 649592 370800 153773 305570 19  5 70  6  0
 7  4  62936 114164896 100184 796524    0    0 538856 357836 138416 279212 19  5 70  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  1  62936 114111656 100840 803312    0    0 555728 361380 137055 286445 18  4 71  7  0
 3  3  62936 114047568 101496 813804    0    0 603420 379060 140984 297914 18  5 72  6  0
 1  3  62936 113995304 102116 821092    0    0 614988 361064 145820 314200 19  5 70  6  0
 2  4  62936 113922552 102800 837768    0    0 586248 364888 142497 296334 19  5 70  6  0
20  1  62936 113877480 103772 845540    0    0 581960 382276 148066 302241 21  4 69  6  0
25  4  62936 113816544 104584 857696    0    0 571528 369568 149839 308805 19  4 71  6  0
 6  2  62936 113759240 105496 862232    0    0 565720 424252 127062 275673 18  4 72  6  0
16  2  62936 113711136 106668 870560    0    0 630192 358213 147913 307280 19  5 71  6  0
19  0  62936 113654648 107972 880240    0    0 558808 374835 149443 304281 19  5 70  6  0
 2  6  62936 113605216 109116 888156    0    0 567272 375076 154143 295899 20  5 69  6  0
 2  3  62936 113554304 110384 895720    0    0 533220 341972 138985 297207 18  4 72  6  0
 3  3  62936 113502728 111472 904824    0    0 544340 339128 139903 303031 17  4 73  6  0
 2  2  62936 113455568 112632 913136    0    0 566060 335957 142016 307860 18  4 72  6  0
 3  8  62936 113407136 113896 920588    0    0 523712 348983 131703 289216 18  5 72  5  0
15  3  62932 113354784 115156 931576    0    0 555592 372484 159422 317583 21  5 69  5  0
 5  2  62932 113296768 116408 939716    0    0 597252 383812 185528 341850 20  5 70  4  0
19  1  62932 113246600 117580 947192    0    0 565436 321620 181357 362640 21  5 70  4  0
18  0  62932 113208224 119184 954248    0    0 51976 48160 295140 499357 24  7 67  2  0
 5  1  62932 113137856 119608 968816    0    0 51696 34876 308315 478403 24  7 67  2  0
17  2  62932 113069952 119624 983016    0    0 47564 34356 312766 483122 26  7 66  2  0
 7  1  62932 113001360 119652 995840    0    0 47996 35396 300992 499550 25  7 67  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  1  62932 112924184 119672 1010184    0    0 45392 35216 293128 491047 23  7 67  2  0
21  1  62932 112859352 119896 1023312    0    0 44620 35320 296891 480710 23  6 68  2  0
18  4  62932 112784208 120508 1037232    0    0 43884 35720 298867 487864 25  7 67  2  0
