
  #ts device     rd_s rd_avkb rd_mb_s rd_mrg rd_cnc   rd_rt    wr_s wr_avkb wr_mb_s wr_mrg wr_cnc   wr_rt busy in_prg    io_s  qtime stime
  1.0 nvme0n1 28873.9    15.5   436.6     0%    8.2     0.3  3456.2     6.3    21.3     0%    0.2     0.0 100%      4 32330.1    0.2   0.0
  1.0 sdb         3.0     4.0     0.0     0%    0.0     1.3     8.0    14.0     0.1    73%    0.0     0.8   3%      0    11.0    0.0   0.8
  1.0 sdb2        3.0     4.0     0.0     0%    0.0     1.3     8.0    14.0     0.1    73%    0.0     0.8   3%      0    11.0    0.0   0.8
  1.0 sdc         0.0     0.0     0.0     0%    0.0     0.0     8.0    14.0     0.1    73%    0.0     0.8   2%      0     8.0    0.0   0.8
  1.0 sdc2        0.0     0.0     0.0     0%    0.0     0.0     8.0    14.0     0.1    73%    0.0     0.8   2%      0     8.0    0.0   0.8
  1.0 md1         3.0     4.0     0.0     0%    0.0     0.0    25.0     4.3     0.1     0%    0.0     0.0   0%      0    28.0    0.0   0.0

  1.0 nvme0n1 24339.9    15.3   363.8     0%    7.1     0.3  3689.0     6.5    23.4     0%    0.1     0.0 100%      5 28028.8    0.2   0.0
  1.0 sdb         1.0    88.0     0.1     0%    0.0     0.0     0.0     0.0     0.0     0%    0.0     0.0   0%      0     1.0    0.0   0.0
  1.0 sdb2        1.0    88.0     0.1     0%    0.0     0.0     0.0     0.0     0.0     0%    0.0     0.0   0%      0     1.0    0.0   0.0
  1.0 sdc         0.0     0.0     0.0     0%    0.0     0.0     0.0     0.0     0.0     0%    0.0     0.0   0%      0     0.0    0.0   0.0
  1.0 sdc2        0.0     0.0     0.0     0%    0.0     0.0     0.0     0.0     0.0     0%    0.0     0.0   0%      0     0.0    0.0   0.0
  1.0 md1         1.0    88.0     0.1     0%    0.0     0.0     0.0     0.0     0.0     0%    0.0     0.0   0%      0     1.0    0.0   0.0

  #ts device     rd_s rd_avkb rd_mb_s rd_mrg rd_cnc   rd_rt    wr_s wr_avkb wr_mb_s wr_mrg wr_cnc   wr_rt busy in_prg    io_s  qtime stime
  1.0 nvme0n1 22981.0    15.3   342.9     0%    6.8     0.3  3719.0     6.4    23.3     0%    0.2     0.1 100%      2 26700.0    0.2   0.0
  1.0 sdb         0.0     0.0     0.0     0%    0.0     0.0     0.0     0.0     0.0     0%    0.0     0.0   0%      0     0.0    0.0   0.0
