procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2  61828 121174960  24704 279080   26   56  1733  1522    2    1  7  2 84  6  0
 2 14  61828 120572560  29292 288552    0    0 468080 22852 155292 295171 13  5 70 12  0
19  4  61828 120190400  31232 302492    0    0 341332 28600 185895 337325 16  6 69  9  0
17  6  61828 119858304  33092 318464    0    0 312612 27740 183737 335539 17  6 69  9  0
13  6  61828 119527504  34916 333856    0    0 298536 28548 209487 354468 19  6 66  8  0
17  9  61828 119225872  36684 349700    0    0 278444 28148 209173 356766 20  6 67  8  0
 8  5  61828 118940080  38688 365176    0    0 264452 27784 195692 362523 18  6 68  8  0
 2  6  61828 118656992  40696 380452    0    0 255472 28864 200267 377174 18  6 69  7  0
 7  3  61828 118387360  42664 395780    0    0 238328 27944 205885 373566 18  6 69  7  0
13  2  61828 118140192  44664 411036    0    0 226780 27848 227504 387884 21  6 66  7  0
15  3  61828 117902760  46664 425592    0    0 215136 27620 225885 390276 20  6 68  7  0
 8  4  61828 117668496  48672 440016    0    0 203252 28012 223325 398981 19  6 68  7  0
 7  3  61828 117463776  50680 453812    0    0 188664 27312 212873 391140 19  6 69  6  0
17  1  61828 117262384  52672 468192    0    0 179268 27472 225090 401508 20  6 68  6  0
11  3  61828 117078584  54688 481556    0    0 162424 91524 225742 370461 20  6 68  6  0
 4  5  61828 116882120  56692 496032    0    0 166672 27812 239829 417599 22  6 67  6  0
14  6  61828 116688992  58820 509920    0    0 163236 28076 239542 414813 20  6 68  6  0
22  3  61828 116516656  60828 525104    0    0 154692 28484 245994 425728 20  6 68  5  0
17  1  61828 116343488  62828 539004    0    0 146708 27992 233552 416877 20  6 69  5  0
13  6  61828 116182896  64828 553920    0    0 136828 27468 258765 416468 23  6 67  5  0
20  3  61828 116023984  66944 568600    0    0 130944 27498 249214 417998 22  6 68  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  2  61828 115843976  69440 590996    0    0 134228 28940 254584 454719 23  6 67  5  0
12  4  61828 115701552  72428 604472    0    0 118236 29336 246997 442380 23  6 67  4  0
12  0  61828 115394984  74660 618892    0    0 324216 26436 237364 423704 21  6 68  5  0
15  3  61828 115253072  76628 632228    0    0 376096 24748 238758 419520 23  6 66  5  0
 8  4  61828 115130048  78600 644420    0    0 349320 24948 244951 419242 22  5 67  5  0
 8  7  61828 115020672  80540 657520    0    0 381188 89340 215710 397162 20  5 69  5  0
 7  1  61828 114926976  82532 669296    0    0 346356 24940 237261 423032 22  5 68  5  0
 3 12  61828 114824752  84364 681832    0    0 344660 23032 221176 401514 19  5 70  5  0
19  1  61828 114731552  86284 693744    0    0 321588 22432 221054 391881 22  5 68  5  0
