sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 1483.90, reads: 20929.60, writes: 5937.60, response time: 18.71ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 1960.00, reads: 27406.06, writes: 7840.02, response time: 16.28ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2499.00, reads: 34988.05, writes: 9997.01, response time: 13.54ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2791.00, reads: 39104.07, writes: 11169.02, response time: 12.76ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2832.00, reads: 39661.98, writes: 11325.99, response time: 12.51ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 2938.00, reads: 41123.05, writes: 11749.01, response time: 12.02ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3103.00, reads: 43437.02, writes: 12414.01, response time: 11.73ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3204.99, reads: 44819.91, writes: 12816.98, response time: 11.22ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3127.01, reads: 43813.09, writes: 12506.02, response time: 11.33ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3369.99, reads: 47195.93, writes: 13482.98, response time: 10.62ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3406.99, reads: 47687.86, writes: 13630.96, response time: 10.62ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3479.01, reads: 48711.13, writes: 13916.04, response time: 9.83ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3446.00, reads: 48261.00, writes: 13786.00, response time: 10.03ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3664.00, reads: 51262.00, writes: 14652.00, response time: 9.61ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3799.97, reads: 53246.57, writes: 15208.88, response time: 9.11ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3838.03, reads: 53713.40, writes: 15344.11, response time: 9.09ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3965.00, reads: 55541.04, writes: 15864.01, response time: 9.12ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 4171.00, reads: 58363.96, writes: 16683.99, response time: 8.38ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 4094.00, reads: 57304.99, writes: 16382.00, response time: 8.78ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 4294.00, reads: 60143.98, writes: 17174.99, response time: 8.03ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 4393.01, reads: 61456.08, writes: 17562.02, response time: 7.89ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 4118.00, reads: 57684.02, writes: 16486.00, response time: 8.86ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 4242.00, reads: 59364.06, writes: 16950.02, response time: 8.46ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 4360.99, reads: 61082.93, writes: 17463.98, response time: 7.91ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 4069.98, reads: 56951.72, writes: 16266.92, response time: 8.84ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 4527.01, reads: 63386.19, writes: 18106.05, response time: 7.61ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 4561.02, reads: 63851.22, writes: 18256.06, response time: 7.35ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 4696.97, reads: 65779.61, writes: 18783.89, response time: 7.44ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 4808.02, reads: 67310.27, writes: 19239.08, response time: 7.12ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 4889.99, reads: 68469.86, writes: 19563.96, response time: 7.02ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 5028.01, reads: 70386.17, writes: 20100.05, response time: 6.56ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 5095.00, reads: 71339.00, writes: 20374.00, response time: 6.55ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 5232.99, reads: 73242.83, writes: 20929.95, response time: 5.98ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 5250.01, reads: 73515.13, writes: 21006.04, response time: 5.90ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 5380.00, reads: 75310.96, writes: 21523.99, response time: 5.99ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 5552.00, reads: 77757.03, writes: 22211.01, response time: 5.59ms (95%), errors: 0.00, reconnects:  0.00
