sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2210.51, reads: 31124.04, writes: 8847.02, response time: 11.80ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2802.01, reads: 39211.19, writes: 11215.06, response time: 9.19ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2911.00, reads: 40755.98, writes: 11637.99, response time: 8.85ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2889.00, reads: 40421.00, writes: 11558.00, response time: 9.14ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2938.00, reads: 41166.00, writes: 11758.00, response time: 9.07ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 3062.99, reads: 42860.90, writes: 12247.97, response time: 8.20ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 3044.01, reads: 42650.12, writes: 12171.03, response time: 8.32ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 3089.99, reads: 43241.88, writes: 12372.96, response time: 8.10ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 3176.99, reads: 44470.81, writes: 12703.94, response time: 8.25ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3136.02, reads: 43892.33, writes: 12532.10, response time: 8.49ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3166.00, reads: 44356.98, writes: 12675.99, response time: 8.41ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3258.99, reads: 45664.83, writes: 13031.95, response time: 7.94ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3328.02, reads: 46463.23, writes: 13307.07, response time: 7.78ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 3294.99, reads: 46249.87, writes: 13187.96, response time: 7.82ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3427.00, reads: 47950.99, writes: 13717.00, response time: 7.43ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3458.98, reads: 48422.73, writes: 13817.92, response time: 7.54ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3457.98, reads: 48386.74, writes: 13843.93, response time: 7.25ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3502.03, reads: 49055.36, writes: 14026.10, response time: 7.48ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3521.03, reads: 49266.36, writes: 14060.10, response time: 7.32ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3529.97, reads: 49443.57, writes: 14117.88, response time: 7.31ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3611.99, reads: 50491.85, writes: 14443.96, response time: 7.05ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3627.00, reads: 50793.06, writes: 14509.02, response time: 7.05ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3679.01, reads: 51557.14, writes: 14711.04, response time: 6.77ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3590.00, reads: 50232.02, writes: 14361.00, response time: 7.26ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3519.02, reads: 49334.23, writes: 14093.06, response time: 7.53ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3493.98, reads: 48889.68, writes: 13957.91, response time: 7.79ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 3667.00, reads: 51275.99, writes: 14669.00, response time: 7.09ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 3388.00, reads: 47418.02, writes: 13554.01, response time: 8.02ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 3694.00, reads: 51779.02, writes: 14803.01, response time: 7.15ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 3765.02, reads: 52691.32, writes: 15034.09, response time: 6.94ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 3576.98, reads: 50060.70, writes: 14311.92, response time: 7.63ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 3648.01, reads: 51153.07, writes: 14590.02, response time: 7.34ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 3574.99, reads: 50022.84, writes: 14323.96, response time: 7.87ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 3685.01, reads: 51592.11, writes: 14714.03, response time: 7.15ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 3766.99, reads: 52698.82, writes: 15066.95, response time: 6.98ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 3605.03, reads: 50466.42, writes: 14427.12, response time: 7.38ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 3829.98, reads: 53666.74, writes: 15324.92, response time: 6.83ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 3708.01, reads: 51908.08, writes: 14817.02, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 3817.99, reads: 53445.86, writes: 15273.96, response time: 6.93ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 3682.00, reads: 51545.02, writes: 14736.01, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 3686.00, reads: 51520.96, writes: 14739.99, response time: 7.40ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 3785.01, reads: 52977.14, writes: 15134.04, response time: 7.00ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 3875.99, reads: 54373.91, writes: 15507.98, response time: 6.94ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 3706.01, reads: 51859.14, writes: 14822.04, response time: 7.17ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 3865.99, reads: 54107.87, writes: 15490.96, response time: 6.72ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 3889.00, reads: 54402.96, writes: 15529.99, response time: 6.74ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 3893.99, reads: 54593.86, writes: 15576.96, response time: 6.69ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 3730.04, reads: 52191.61, writes: 14923.17, response time: 7.03ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 16, tps: 4027.96, reads: 56367.41, writes: 16108.83, response time: 6.17ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 3897.00, reads: 54553.06, writes: 15587.02, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 16, tps: 3892.00, reads: 54506.98, writes: 15564.99, response time: 6.87ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 16, tps: 3847.03, reads: 53878.40, writes: 15395.11, response time: 6.76ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 16, tps: 3707.97, reads: 51929.60, writes: 14824.88, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 16, tps: 3846.00, reads: 53827.06, writes: 15387.02, response time: 6.97ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 16, tps: 3970.00, reads: 55574.05, writes: 15877.01, response time: 6.20ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 16, tps: 3887.00, reads: 54427.01, writes: 15560.00, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 16, tps: 3855.02, reads: 53943.26, writes: 15416.07, response time: 6.99ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 16, tps: 3820.98, reads: 53509.65, writes: 15278.90, response time: 7.21ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 16, tps: 3860.01, reads: 54095.10, writes: 15482.03, response time: 6.98ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 3995.98, reads: 55847.79, writes: 15947.94, response time: 6.53ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 16, tps: 4002.02, reads: 56113.23, writes: 16010.07, response time: 6.48ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 16, tps: 3828.02, reads: 53524.33, writes: 15307.09, response time: 7.28ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 16, tps: 3805.97, reads: 53303.51, writes: 15246.86, response time: 7.24ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 16, tps: 3878.03, reads: 54294.39, writes: 15505.11, response time: 6.70ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 16, tps: 4007.00, reads: 56132.00, writes: 16026.00, response time: 6.55ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 16, tps: 3980.00, reads: 55661.94, writes: 15911.98, response time: 6.57ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 16, tps: 3977.99, reads: 55769.80, writes: 15908.94, response time: 6.57ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 16, tps: 3926.99, reads: 54895.87, writes: 15707.96, response time: 6.87ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 16, tps: 3998.00, reads: 55984.07, writes: 15988.02, response time: 6.45ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 4060.01, reads: 56855.09, writes: 16239.03, response time: 6.38ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 16, tps: 4078.01, reads: 57157.15, writes: 16317.04, response time: 6.35ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 16, tps: 3852.99, reads: 53897.84, writes: 15405.95, response time: 7.17ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 16, tps: 3897.00, reads: 54593.97, writes: 15593.99, response time: 7.03ms (95%), errors: 0.00, reconnects:  0.00
[  74s] threads: 16, tps: 3988.01, reads: 55780.19, writes: 15947.05, response time: 6.84ms (95%), errors: 0.00, reconnects:  0.00
[  75s] threads: 16, tps: 4027.98, reads: 56399.71, writes: 16108.92, response time: 6.51ms (95%), errors: 0.00, reconnects:  0.00
[  76s] threads: 16, tps: 3846.00, reads: 53840.98, writes: 15388.99, response time: 6.77ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 16, tps: 4083.01, reads: 57195.07, writes: 16331.02, response time: 6.37ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 16, tps: 3915.01, reads: 54674.20, writes: 15663.06, response time: 6.98ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 16, tps: 4001.99, reads: 56086.82, writes: 16008.95, response time: 6.47ms (95%), errors: 0.00, reconnects:  0.00
