sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2165.82, reads: 19598.40, writes: 26026.87, response time: 12.54ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2572.00, reads: 23183.03, writes: 30877.04, response time: 11.14ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2646.00, reads: 23782.99, writes: 31747.99, response time: 10.49ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2639.00, reads: 23771.98, writes: 31706.98, response time: 10.89ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2765.00, reads: 24897.03, writes: 33131.04, response time: 10.34ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 2779.00, reads: 25005.02, writes: 33360.03, response time: 10.03ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 2811.99, reads: 25272.93, writes: 33739.91, response time: 10.30ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 2935.00, reads: 26430.00, writes: 35213.00, response time: 9.67ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 2919.99, reads: 26285.95, writes: 35040.93, response time: 9.89ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 2951.01, reads: 26560.09, writes: 35466.12, response time: 9.68ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3047.99, reads: 27419.94, writes: 36544.92, response time: 8.97ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3083.01, reads: 27750.08, writes: 36995.11, response time: 8.96ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3087.98, reads: 27788.84, writes: 37035.79, response time: 9.49ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 2953.01, reads: 26590.13, writes: 35483.17, response time: 9.82ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3139.00, reads: 28259.98, writes: 37662.97, response time: 9.05ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3214.95, reads: 28932.55, writes: 38541.40, response time: 8.96ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3116.05, reads: 28052.48, writes: 37422.64, response time: 9.52ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3226.00, reads: 29032.97, writes: 38678.95, response time: 8.97ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3136.00, reads: 28208.97, writes: 37639.96, response time: 9.34ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3224.00, reads: 29010.04, writes: 38705.06, response time: 9.10ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3008.00, reads: 27083.97, writes: 36084.96, response time: 9.59ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 2984.99, reads: 26856.92, writes: 35823.90, response time: 9.49ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 2912.00, reads: 26205.02, writes: 34934.03, response time: 10.39ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 2721.01, reads: 24505.10, writes: 32669.14, response time: 11.53ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 2744.98, reads: 24680.86, writes: 32930.81, response time: 10.75ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 2750.99, reads: 24769.89, writes: 33006.86, response time: 11.06ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 2649.02, reads: 23857.16, writes: 31811.22, response time: 11.09ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 2908.00, reads: 26142.02, writes: 34857.02, response time: 9.78ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 2864.99, reads: 25788.92, writes: 34383.89, response time: 10.66ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 2762.97, reads: 24897.69, writes: 33265.59, response time: 10.38ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 2880.05, reads: 25865.46, writes: 34431.61, response time: 10.65ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 2811.00, reads: 25331.99, writes: 33794.99, response time: 10.30ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 2938.00, reads: 26452.99, writes: 35265.99, response time: 9.93ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 2919.99, reads: 26281.94, writes: 34990.91, response time: 10.15ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 2648.00, reads: 23822.97, writes: 31803.96, response time: 11.91ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 2570.01, reads: 23129.07, writes: 30844.09, response time: 13.17ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 2770.00, reads: 24935.02, writes: 33208.03, response time: 10.80ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 2761.00, reads: 24844.03, writes: 33141.04, response time: 11.35ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 2756.99, reads: 24832.95, writes: 33083.94, response time: 11.46ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 2605.01, reads: 23444.06, writes: 31307.08, response time: 12.06ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 2637.00, reads: 23697.97, writes: 31574.96, response time: 11.57ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 2332.00, reads: 21016.96, writes: 28028.95, response time: 13.46ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 2645.96, reads: 23819.66, writes: 31771.54, response time: 11.93ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 2563.04, reads: 23068.34, writes: 30715.45, response time: 13.48ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 2609.00, reads: 23452.03, writes: 31289.03, response time: 12.01ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 2499.94, reads: 22496.44, writes: 30027.25, response time: 12.97ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 2583.07, reads: 23255.61, writes: 30964.81, response time: 12.71ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 2484.00, reads: 22355.96, writes: 29803.94, response time: 13.14ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 16, tps: 2558.00, reads: 23046.01, writes: 30763.01, response time: 13.16ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 2525.00, reads: 22721.02, writes: 30330.03, response time: 13.44ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 16, tps: 2524.99, reads: 22703.92, writes: 30213.89, response time: 12.66ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 16, tps: 2366.00, reads: 21312.03, writes: 28420.04, response time: 14.90ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 16, tps: 2610.00, reads: 23490.04, writes: 31337.05, response time: 13.36ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 16, tps: 2519.00, reads: 22660.96, writes: 30216.95, response time: 13.65ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 16, tps: 2530.00, reads: 22784.96, writes: 30346.95, response time: 12.16ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 16, tps: 2515.97, reads: 22645.69, writes: 30266.59, response time: 13.26ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 16, tps: 2349.03, reads: 21131.31, writes: 28145.42, response time: 14.85ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 16, tps: 2333.00, reads: 20988.96, writes: 28011.95, response time: 15.60ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 16, tps: 2229.00, reads: 20062.04, writes: 26746.06, response time: 17.13ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 1822.00, reads: 16410.02, writes: 21822.03, response time: 15.80ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 16, tps: 2350.00, reads: 21114.97, writes: 28158.97, response time: 15.78ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 16, tps: 2334.00, reads: 21038.99, writes: 28049.99, response time: 16.32ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 16, tps: 2297.96, reads: 20683.64, writes: 27552.53, response time: 16.68ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 16, tps: 2320.99, reads: 20863.93, writes: 27843.90, response time: 16.90ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 16, tps: 2243.05, reads: 20213.46, writes: 26945.61, response time: 16.85ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 16, tps: 2300.99, reads: 20710.90, writes: 27606.86, response time: 15.08ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 16, tps: 2352.00, reads: 21150.02, writes: 28247.03, response time: 16.61ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 16, tps: 2308.96, reads: 20771.64, writes: 27686.51, response time: 15.33ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 16, tps: 2241.04, reads: 20187.38, writes: 26915.50, response time: 18.60ms (95%), errors: 0.00, reconnects:  0.00
