sysbench 1.0:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 2046.81, reads: 18556.26, writes: 24646.69, response time: 13.29ms (95%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 2608.01, reads: 23453.11, writes: 31269.15, response time: 11.02ms (95%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 2676.00, reads: 24075.97, writes: 32096.96, response time: 10.85ms (95%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 2653.00, reads: 23903.01, writes: 31868.02, response time: 10.88ms (95%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 2700.00, reads: 24295.04, writes: 32377.05, response time: 10.38ms (95%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 2854.00, reads: 25672.00, writes: 34242.00, response time: 9.75ms (95%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 2930.00, reads: 26383.01, writes: 35189.02, response time: 9.56ms (95%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 2897.00, reads: 26069.99, writes: 34754.99, response time: 10.02ms (95%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 2922.00, reads: 26289.99, writes: 35057.99, response time: 9.91ms (95%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 3005.00, reads: 27060.00, writes: 36135.00, response time: 9.18ms (95%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 3045.00, reads: 27386.98, writes: 36469.97, response time: 9.30ms (95%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 3088.01, reads: 27815.06, writes: 37068.08, response time: 9.25ms (95%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 3095.94, reads: 27830.42, writes: 37093.23, response time: 9.46ms (95%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 2965.06, reads: 26691.50, writes: 35596.66, response time: 9.99ms (95%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 3176.00, reads: 28593.98, writes: 38102.97, response time: 9.32ms (95%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 3084.01, reads: 27738.05, writes: 37030.07, response time: 9.17ms (95%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 3266.00, reads: 29400.98, writes: 39199.97, response time: 8.52ms (95%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 3179.00, reads: 28613.03, writes: 38151.04, response time: 8.90ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 3264.00, reads: 29402.98, writes: 39195.97, response time: 8.37ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 3281.00, reads: 29521.00, writes: 39366.00, response time: 8.71ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 3283.93, reads: 29539.35, writes: 39355.14, response time: 8.59ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 3376.08, reads: 30387.70, writes: 40520.93, response time: 8.23ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 3135.99, reads: 28225.92, writes: 37657.89, response time: 9.36ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 3072.00, reads: 27671.03, writes: 36859.05, response time: 9.84ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 3047.99, reads: 27413.94, writes: 36574.91, response time: 10.08ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 3037.94, reads: 27360.44, writes: 36543.25, response time: 9.60ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 3041.07, reads: 27313.67, writes: 36366.89, response time: 10.02ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 3089.00, reads: 27839.96, writes: 37100.94, response time: 9.74ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 3072.00, reads: 27654.04, writes: 36870.06, response time: 9.38ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 2866.99, reads: 25802.94, writes: 34442.92, response time: 10.78ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 3027.94, reads: 27259.48, writes: 36323.31, response time: 10.00ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 3163.07, reads: 28471.60, writes: 37920.79, response time: 9.75ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 3172.00, reads: 28527.99, writes: 38086.99, response time: 9.46ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 3181.00, reads: 28600.03, writes: 38129.04, response time: 9.20ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 3196.98, reads: 28806.84, writes: 38382.79, response time: 9.41ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 3212.01, reads: 28903.13, writes: 38552.17, response time: 9.31ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 3067.00, reads: 27600.98, writes: 36782.97, response time: 10.13ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 2953.00, reads: 26574.01, writes: 35434.01, response time: 10.84ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 16, tps: 2964.00, reads: 26685.97, writes: 35617.96, response time: 10.97ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 16, tps: 2711.00, reads: 24399.03, writes: 32503.05, response time: 11.35ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 16, tps: 2935.01, reads: 26421.05, writes: 35221.06, response time: 11.16ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 16, tps: 2961.97, reads: 26652.72, writes: 35602.62, response time: 11.03ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 16, tps: 3046.03, reads: 27408.26, writes: 36490.35, response time: 10.94ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 16, tps: 3045.00, reads: 27403.01, writes: 36546.01, response time: 10.32ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 16, tps: 3026.00, reads: 27252.01, writes: 36336.01, response time: 10.80ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 16, tps: 3042.99, reads: 27361.94, writes: 36506.92, response time: 10.67ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 16, tps: 2870.00, reads: 25859.03, writes: 34516.03, response time: 11.55ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 16, tps: 3033.99, reads: 27296.91, writes: 36381.88, response time: 10.01ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 16, tps: 2939.00, reads: 26434.04, writes: 35210.06, response time: 11.08ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 16, tps: 3002.01, reads: 27042.08, writes: 36042.11, response time: 10.51ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 16, tps: 2961.00, reads: 26627.01, writes: 35522.01, response time: 10.89ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 16, tps: 2965.99, reads: 26691.93, writes: 35550.90, response time: 10.93ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 16, tps: 3161.98, reads: 28476.82, writes: 37963.77, response time: 9.34ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 16, tps: 3191.02, reads: 28723.22, writes: 38393.30, response time: 9.41ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 16, tps: 2881.99, reads: 25940.91, writes: 34504.88, response time: 9.69ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 16, tps: 3136.00, reads: 28221.02, writes: 37620.02, response time: 9.45ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 16, tps: 3165.01, reads: 28473.08, writes: 37993.11, response time: 9.53ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 16, tps: 3154.01, reads: 28373.05, writes: 37810.06, response time: 9.45ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 16, tps: 3138.99, reads: 28275.93, writes: 37683.91, response time: 9.16ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 16, tps: 3144.00, reads: 28291.00, writes: 37714.01, response time: 9.55ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 16, tps: 3076.01, reads: 27669.05, writes: 36924.06, response time: 9.61ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 16, tps: 3152.00, reads: 28360.00, writes: 37831.00, response time: 9.49ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 16, tps: 3038.00, reads: 27361.96, writes: 36471.95, response time: 10.20ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 16, tps: 3157.00, reads: 28404.00, writes: 37870.00, response time: 9.70ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 16, tps: 3148.00, reads: 28325.03, writes: 37769.04, response time: 9.15ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 16, tps: 3126.00, reads: 28161.00, writes: 37514.00, response time: 9.53ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 16, tps: 3094.00, reads: 27839.96, writes: 37139.94, response time: 9.50ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 16, tps: 3018.00, reads: 27158.04, writes: 36223.05, response time: 9.66ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 16, tps: 3020.95, reads: 27198.53, writes: 36259.38, response time: 9.82ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 16, tps: 2828.05, reads: 25419.46, writes: 33929.61, response time: 10.32ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 16, tps: 3138.00, reads: 28272.96, writes: 37693.94, response time: 9.52ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 16, tps: 3011.99, reads: 27093.95, writes: 36080.93, response time: 9.72ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 16, tps: 3001.01, reads: 27024.07, writes: 36029.10, response time: 9.41ms (95%), errors: 0.00, reconnects:  0.00
[  74s] threads: 16, tps: 3064.00, reads: 27552.01, writes: 36730.01, response time: 9.51ms (95%), errors: 0.00, reconnects:  0.00
[  75s] threads: 16, tps: 3041.00, reads: 27365.96, writes: 36508.95, response time: 9.83ms (95%), errors: 0.00, reconnects:  0.00
[  76s] threads: 16, tps: 3059.00, reads: 27537.01, writes: 36688.01, response time: 9.83ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 16, tps: 2989.00, reads: 26891.97, writes: 35889.96, response time: 10.31ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 16, tps: 3049.00, reads: 27470.04, writes: 36579.06, response time: 9.54ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 16, tps: 2904.99, reads: 26129.93, writes: 34860.90, response time: 10.34ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 16, tps: 2936.00, reads: 26440.03, writes: 35272.04, response time: 10.38ms (95%), errors: 0.00, reconnects:  0.00
[  81s] threads: 16, tps: 2989.00, reads: 26885.02, writes: 35856.03, response time: 9.54ms (95%), errors: 0.00, reconnects:  0.00
[  82s] threads: 16, tps: 2921.00, reads: 26293.04, writes: 35030.06, response time: 10.26ms (95%), errors: 0.00, reconnects:  0.00
[  83s] threads: 16, tps: 2939.99, reads: 26449.91, writes: 35279.88, response time: 10.24ms (95%), errors: 0.00, reconnects:  0.00
[  84s] threads: 16, tps: 2987.00, reads: 26899.02, writes: 35885.02, response time: 9.88ms (95%), errors: 0.00, reconnects:  0.00
[  85s] threads: 16, tps: 2950.00, reads: 26556.00, writes: 35388.00, response time: 10.16ms (95%), errors: 0.00, reconnects:  0.00
[  86s] threads: 16, tps: 2791.00, reads: 25097.99, writes: 33449.99, response time: 10.37ms (95%), errors: 0.00, reconnects:  0.00
[  87s] threads: 16, tps: 2892.00, reads: 26029.97, writes: 34709.95, response time: 10.03ms (95%), errors: 0.00, reconnects:  0.00
[  88s] threads: 16, tps: 2784.01, reads: 25076.06, writes: 33449.09, response time: 9.94ms (95%), errors: 0.00, reconnects:  0.00
[  89s] threads: 16, tps: 2908.00, reads: 26171.98, writes: 34906.97, response time: 9.88ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 16, tps: 3054.00, reads: 27477.04, writes: 36611.06, response time: 9.24ms (95%), errors: 0.00, reconnects:  0.00
[  91s] threads: 16, tps: 2710.00, reads: 24398.02, writes: 32529.03, response time: 11.29ms (95%), errors: 0.00, reconnects:  0.00
[  92s] threads: 16, tps: 2733.98, reads: 24591.86, writes: 32814.82, response time: 10.54ms (95%), errors: 0.00, reconnects:  0.00
[  93s] threads: 16, tps: 2863.01, reads: 25779.10, writes: 34346.13, response time: 10.57ms (95%), errors: 0.00, reconnects:  0.00
