procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 702748 120450368  17600 735204    0    0    71   314    0    0 12  9 78  1  0
15 11 702748 119860832  21192 739008    0    0 442872 17148 117308 287064 18  7 61 14  0
15  7 702748 119526208  23180 749696    0    0 319976 20828 149671 319047 22  8 59 11  0
18  3 702748 119208576  25180 759408    0    0 305704 21360 156267 330673 23  8 59 10  0
18  3 702748 118907240  27180 767512    0    0 288344 21012 153801 333223 23  8 59 10  0
16  3 702748 118603088  29172 775172    0    0 282012 21832 157277 349978 24  9 58 10  0
15  5 702748 118324280  31180 782700    0    0 267984 21136 157105 342829 24  8 59  9  0
12  8 702748 118060512  33132 790424    0    0 252972 20912 158223 346688 24  8 59  9  0
 9  3 702748 117814080  35132 797792    0    0 240516 21440 158440 358649 24  8 59  8  0
24  1 702748 117563272  37132 805232    0    0 232920 21364 160301 365015 25  9 59  8  0
16  7 702748 117330000  39132 812676    0    0 222660 21908 166355 369370 25  8 59  8  0
16  5 702748 117098896  41136 820168    0    0 213280 21476 169587 375322 25  8 59  8  0
23  1 702748 116881824  43080 827364    0    0 199988 21740 163680 373223 25  8 59  7  0
24  2 702748 116684480  45076 834568    0    0 192408 21868 176363 385386 26  8 59  7  0
21  2 702748 116486128  47076 842176    0    0 184244 21252 176829 391638 26  8 59  7  0
16  1 702748 116300216  49068 849256    0    0 174560 21632 175561 388052 26  8 59  6  0
17  2 702748 116113920  51076 856308    0    0 169108 21564 179004 392095 26  8 59  6  0
 7  3 702748 115942952  53076 863320    0    0 161088 21812 188907 402553 27  8 59  6  0
17  3 702748 115777008  55084 869996    0    0 152500 21472 185518 400879 26  9 59  6  0
22  1 702748 115630112  57024 876508    0    0 140120 20728 181695 394499 26  8 61  6  0
21  3 702748 115476128  59104 886132    0    0 141452 21484 183573 408986 27  8 59  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  2 702748 115310024  61568 901480    0    0 137052 70296 183323 414259 29  8 58  5  0
20  5 702748 115162904  64120 907564    0    0 206244 68044 180739 412117 28  9 58  5  0
24  1 702748 114981200  66412 952156    0    0 339332 166764 174652 392864 28  9 57  5  0
28  3 702748 114857184  71024 958388    0    0 304020 159400 167993 367429 28  9 59  4  0
20  2 702748 114724856  73100 985384    0    0 294892 146300 169793 362493 28  9 59  4  0
18  4 702748 114641328  75188 968040    0    0 281084 146260 172131 372982 28  9 59  4  0
20  3 702748 114530416  77224 978572    0    0 317112 164132 167807 361757 28  9 60  4  0
18  4 702748 114388992  79300 1015224    0    0 264768 140364 176985 375949 29  9 57  5  0
18  4 702748 114291968  81428 1020548    0    0 282032 146228 174698 375848 28  9 59  3  0
22  0 702748 114200016  83524 1024676    0    0 288004 148560 171022 380306 28  9 59  3  0
23  0 702748 114108032  85528 1028872    0    0 258860 141660 173986 368454 28  9 60  3  0
13  4 702748 114012480  87628 1036648    0    0 273212 147608 178760 388160 28  9 60  3  0
21  2 702748 113934896  89784 1032808    0    0 212424 104196 190054 404789 29  9 58  4  0
 8 11 702748 113835048  91860 1045372    0    0 289128 149040 178537 399150 30  9 58  3  0
17  3 702748 113750560  93968 1053348    0    0 222044 90992 182841 388275 29  9 59  3  0
19  2 702748 113628672  96100 1099160    0    0 264888 145292 185689 406968 29  9 59  3  0
 6  6 702748 113542264  98200 1105504    0    0 260352 152236 184235 401419 30  9 59  3  0
30  1 702748 113443248 100348 1132804    0    0 249440 149400 187913 401801 30  9 58  3  0
22  3 702748 113365232 102444 1130704    0    0 267664 160008 189620 393255 30  9 59  3  0
26  2 702748 113309552 104544 1126632    0    0 251740 145540 192942 398426 30  9 59  2  0
20  4 702748 113217888 106688 1156416    0    0 231956 139260 200536 406499 30  9 57  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  1 702748 113144512 108620 1160436    0    0 219092 135000 191309 407896 30  9 58  3  0
24  1 702748 113064176 109996 1174036    0    0 260112 151376 190387 407074 30  9 59  2  0
21  2 702748 112982376 111040 1198536    0    0 237184 141100 191232 401213 30  9 59  2  0
19  2 702748 112923648 112092 1201996    0    0 225648 134020 190161 411555 30 10 58  2  0
19  5 702748 112921320 112848 1141836    0    0 133876 70152 197728 414163 29  9 58  4  0
21  2 702748 112826912 113120 1181392    0    0 191584 116036 190251 409474 30  9 57  4  0
23  0 702748 112781152 114164 1179396    0    0 221048 124168 194505 417102 30 10 58  3  0
20  2 702748 112726328 114952 1174132    0    0 254268 120424 189687 404910 29  9 59  2  0
24  1 702748 112667344 115292 1184008    0    0 197784 125300 192857 422496 29  9 59  3  0
24  1 702748 112575840 116308 1223520    0    0 279084 175528 189704 406321 30  9 59  2  0
28  3 702748 112516560 117360 1233216    0    0 245984 157544 190069 403235 30  9 59  2  0
21  1 702748 112444560 118380 1256624    0    0 256548 165728 191637 400620 30  9 59  2  0
18  2 702748 112386560 118608 1263188    0    0 233980 220160 189148 403896 30 10 59  2  0
19  2 702748 112367072 118940 1243044    0    0 153288 97856 202707 428637 31  9 57  4  0
21  1 702748 112295312 119972 1263268    0    0 212256 143768 198844 412486 30  9 59  3  0
23  1 702748 112224616 121036 1283060    0    0 253020 154824 196669 407732 31  9 59  2  0
18  2 702748 112161040 122064 1303308    0    0 232020 147876 199759 414469 30  9 59  2  0
22  1 702748 112140592 123096 1287104    0    0 151276 93648 206270 436627 31  9 58  2  0
23  2 702748 112124960 124164 1265828    0    0 139020 90476 214124 434750 31  9 56  4  0
17  3 702748 112056712 124984 1283620    0    0 230140 149464 194356 418096 30  9 59  3  0
25  1 702748 111990320 125224 1306476    0    0 259852 151996 196822 407552 29 10 59  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
21  2 702748 111948288 126128 1304288    0    0 177728 86524 204152 421762 30  9 59  2  0
